[ 1.  1. -1.]
[-1.  1. -1.]
[-1.  1.  1.]
[-1.  1.  1.]
[-1. -1.  1.]
[-1.        -1.        -0.5775105]
[-1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1.  1.]
[ 1. -1.  1.]
[-1. -1.  1.]
[-1. -1.  1.]
[-1. -1. -1.]
[-1. -1. -1.]
simulate
**********  SIMULATING  **********
[ 1.  1. -1.]
[-1.  1. -1.]
[-1.  1.  1.]
[-1.  1.  1.]
[-1. -1.  1.]
[-1.        -1.        -0.5775105]
[-1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1.  1.]
[ 1. -1.  1.]
[-1. -1.  1.]
[-1. -1.  1.]
[-1. -1. -1.]
[-1. -1. -1.]
[ 1.  1. -1.]
[-1.  1. -1.]
[-1.  1.  1.]
[-1.  1.  1.]
[-1. -1.  1.]
[-1.         -1.         -0.64630353]
[-1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1.  1.]
[ 1. -1.  1.]
[-1. -1.  1.]
[-1. -1.  1.]
[-1. -1. -1.]
[-1. -1. -1.]
[ 1.  1. -1.]
[-1.  1. -1.]
[-1.  1.  1.]
[-1.  1.  1.]
[-1. -1.  1.]
[-1.        -1.        -0.6775073]
[-1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1.  1.]
[ 1. -1.  1.]
[-1. -1.  1.]
[-1. -1.  1.]
[-1. -1. -1.]
[-1. -1. -1.]
[ 1.  1. -1.]
[-1.  1. -1.]
[-1.  1.  1.]
[-1.  1.  1.]
[-1. -1.  1.]
[-1.        -1.        -0.6897224]
[-1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1.  1.]
[ 1. -1.  1.]
[-1. -1.  1.]
[-1. -1.  1.]
[-1. -1. -1.]
[-1. -1. -1.]
[ 1.  1. -1.]
[-1.  1. -1.]
[-1.  1.  1.]
[-1.  1.  1.]
[-1. -1.  1.]
[-1.         -1.         -0.69046175]
[-1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1.  1.]
[ 1. -1.  1.]
[-1. -1.  1.]
[-1. -1.  1.]
[-1. -1. -1.]
[-1. -1. -1.]
[ 1.  1. -1.]
[-1.  1. -1.]
[-1.  1.  1.]
[-1.  1.  1.]
[-1. -1.  1.]
[-1.        -1.        -0.6814641]
[-1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1.  1.]
[ 1. -1.  1.]
[-1. -1.  1.]
[-1. -1.  1.]
[-1. -1. -1.]
[-1. -1. -1.]
[ 1.  1. -1.]
[-1.  1. -1.]
[-1.  1.  1.]
[-1.  1.  1.]
[-1. -1.  1.]
[-1.         -1.         -0.65868056]
[-1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1.  1.]
[ 1. -1.  1.]
[-1. -1.  1.]
[-1. -1.  1.]
[-1. -1. -1.]
[-1. -1. -1.]
[ 1.  1. -1.]
[-1.  1. -1.]
[-1.  1.  1.]
[-1.  1.  1.]
[-1. -1.  1.]
[-1.        -1.        -0.6360036]
[-1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1.  1.]
[ 1. -1.  1.]
[-1. -1.  1.]
[-1. -1.  1.]
[-1. -1. -1.]
[-0.88095105 -1.         -1.        ]
[ 1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1.  1.]
[ 1. -1.  1.]
[-1. -1.  1.]
[-1. -1.  1.]
[-1. -1. -1.]
[-1. -1. -1.]
[ 1.  1. -1.]
[-1.  1. -1.]
[-1.  1.  1.]
[-1.  1.  1.]
[-1. -1.  1.]
[-1.        -1.        -0.6751276]
[-1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1.  1.]
[ 1. -1.  1.]
[-1. -1.  1.]
[-1. -1.  1.]
[-1. -1. -1.]
[-1. -1. -1.]
[ 1.  1. -1.]
[-1.  1. -1.]
[-1.  1.  1.]
[-1.  1.  1.]
[-1. -1.  1.]
[-1.        -1.        -0.6875738]
[-1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1.  1.]
[ 1. -1.  1.]
[-1. -1.  1.]
[-1. -1.  1.]
[-1. -1. -1.]
[-1. -1. -1.]
[ 1.  1. -1.]
[-1.  1. -1.]
[-1.  1.  1.]
[-1.  1.  1.]
[-1. -1.  1.]
[-1.       -1.       -0.694296]
[-1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1.  1.]
[ 1. -1.  1.]
[-1. -1.  1.]
[-1. -1.  1.]
[-1. -1. -1.]
[-1. -1. -1.]
[ 1.  1. -1.]
[-1.  1. -1.]
[-1.  1.  1.]
[-1.  1.  1.]
[-1. -1.  1.]
[-1.         -1.         -0.67931545]
[-1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1.  1.]
[ 1. -1.  1.]
[-1. -1.  1.]
[-1. -1.  1.]
[-1. -1. -1.]
[-1. -1. -1.]
[ 1.  1. -1.]
[-1.  1. -1.]
[-1.  1.  1.]
[-1.  1.  1.]
[-1. -1.  1.]
[-1.         -1.         -0.65849555]
[-1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1.  1.]
[ 1. -1.  1.]
[-1. -1.  1.]
[-1. -1.  1.]
[-1. -1. -1.]
[-1. -1. -1.]
[ 1.  1. -1.]
[-1.  1. -1.]
[-1.  1.  1.]
[-1.  1.  1.]
[-1. -1.  1.]
[-1.        -1.        -0.6400422]
[-1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1.  1.]
[ 1. -1.  1.]
[-1. -1.  1.]
[-1. -1.  1.]
[-1. -1. -1.]
[-0.9112767 -1.        -1.       ]
[ 1. -1. -1.]
[ 1. -1. -1.]
[ 1. -1.  1.]
