Time,sphere_pos_0_x,sphere_pos_0_y,sphere_pos_0_z,sphere_pos_1_x,sphere_pos_1_y,sphere_pos_1_z,sphere_pos_2_x,sphere_pos_2_y,sphere_pos_2_z,arm_force_0,arm_force_1,arm_force_2,arm_length_0,arm_length_1,arm_length_2
0,0.577,0,0,-0.289,0.5,0,-0.289,-0.5,0,0,0,0,1,1,1
0.1,0.618721,0.0281453,0,-0.275409,0.475943,0,-0.334176,-0.521345,0,4.95526,-0.651988,-0.648349,1.09898,0.999996,0.999017
0.2,0.659184,0.0576233,0,-0.259779,0.449463,0,-0.380062,-0.542307,0,4.8084,-0.873112,-0.873181,1.19898,0.999014,0.999036
0.3,0.699332,0.0880858,0,-0.242885,0.420197,0,-0.426519,-0.561839,0,4.77367,-1.14338,-1.14343,1.29898,0.999035,0.999057
0.4,0.738613,0.120051,0,-0.223991,0.387466,0,-0.473844,-0.579868,0,4.85742,-1.48816,-1.48821,1.39898,0.999058,0.99908
0.5,0.776807,0.153899,0,-0.20272,0.350617,0,-0.522256,-0.596014,0,5.09357,-1.95379,-1.95383,1.49898,0.999084,0.999106
0.6,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
0.7,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
0.8,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
0.9,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
1,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
1.1,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
1.2,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
1.3,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
1.4,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
1.5,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
1.6,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
1.7,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
1.8,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
1.9,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
2,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
2.1,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
2.2,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
2.3,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
2.4,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
2.5,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
2.6,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
2.7,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
2.8,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
2.9,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
3,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
3.1,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
3.2,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
3.3,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
3.4,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
3.5,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
3.6,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
3.7,0.777182,0.154249,0,-0.202493,0.350224,0,-0.522747,-0.596165,0,0,0,0,1.50098,0.999085,0.999107
