Time,sphere_pos_0_x,sphere_pos_0_y,sphere_pos_0_z,sphere_pos_1_x,sphere_pos_1_y,sphere_pos_1_z,sphere_pos_2_x,sphere_pos_2_y,sphere_pos_2_z,arm_force_0,input_action_0,arm_energy_consumption_0,arm_force_1,input_action_1,arm_energy_consumption_1,arm_force_2,input_action_2,arm_energy_consumption_2,arm_length_0,arm_length_1,arm_length_2
0,0.577,0,0,-0.289,0.5,0,-0.289,-0.5,0,0,1,0,0,1,0,0,-1,0,1,1,1
0.1,0.654512,-3.88578e-19,0,-0.32553,0.4995,0,-0.32553,-0.4995,0,0.92014,1,0.0953674,0.92014,1,0.0953674,-0.364919,-1,0.00163016,1.09899,1.09899,0.999
0.2,0.729738,-5.55112e-20,0,-0.361365,0.4995,0,-0.361365,-0.4995,0,0.872049,1,0.08946,0.872049,1,0.08946,-0.319094,-1,0,1.199,1.199,0.999
0.3,0.80343,-4.71845e-19,0,-0.396789,0.4995,0,-0.396789,-0.4995,0,0.836191,-1,0.0853123,0.836191,1,0.0853123,-0.284306,-1,0,1.29901,1.29901,0.999
0.4,0.804132,-0.0576444,0,-0.467678,0.527637,0,-0.325947,-0.46136,0,-1.61933,-1,0.159605,1.66338,1,0.161818,-0.28796,-1,0,1.20103,1.39902,0.9991
0.5,0.80598,-0.117198,0,-0.539465,0.546015,0,-0.253967,-0.41154,0,-1.78267,-1,0.168743,1.86852,1,0.175293,-0.650943,-1,0,1.10106,1.49902,0.999209
0.6,0.807937,-0.181481,0,-0.61323,0.553619,0,-0.178518,-0.346216,0,-2.22331,-1,0.196938,2.34544,1,0.207412,-1.24975,1,0,1.00111,1.59903,0.999337
0.7,0.796915,-0.162894,0,-0.611314,0.596702,0,-0.171037,-0.41063,0,0.347389,-1,0.00097188,-0.626145,1,0,1.36625,1,0.14143,0.999152,1.60003,1.09835
0.8,0.783608,-0.14614,0,-0.610317,0.639403,0,-0.160773,-0.47251,0,0.225637,-1,0,-0.548514,1,0,1.29632,1,0.132794,0.999185,1.60003,1.19835
0.9,0.76776,-0.131296,0,-0.610142,0.682031,0,-0.147517,-0.532175,0,0.128074,-1,0,-0.500779,-1,0,1.25541,1,0.127372,0.999217,1.60004,1.29835
1,0.706226,-0.0825518,0,-0.564965,0.713814,0,-0.137192,-0.618572,0,0.155261,-1,0,-1.67926,-1,0.173918,1.65633,1,0.169449,0.999334,1.50104,1.39837
1.1,0.636213,-0.0410263,0,-0.521481,0.746304,0,-0.117331,-0.697584,0,-0.14702,-1,0,-1.65536,-1,0.165801,1.67711,1,0.165764,0.999447,1.40105,1.49838
1.2,0.556459,-0.00655878,0,-0.478219,0.780605,0,-0.0881644,-0.770491,0,-0.483815,-1,0,-1.75223,-1,0.169263,1.81763,-1,0.173659,0.999565,1.30107,1.59839
1.3,0.537597,0.0241353,0,-0.439884,0.720351,0,-0.105315,-0.741238,0,0.259083,-1,0,-0.77799,-1,0.0766033,-0.843937,-1,0.0831971,0.999566,1.20108,1.50039
1.4,0.518381,0.055058,0,-0.400808,0.659441,0,-0.122514,-0.712005,0,0.287574,-1,0,-0.807992,-1,0.0792467,-0.87328,-1,0.085816,0.999566,1.10109,1.4004
1.5,0.498685,0.0862956,0,-0.360768,0.597699,0,-0.139797,-0.682777,0,0.324204,1,0,-0.847947,1,0.0827162,-0.911376,-1,0.0891634,0.999566,1.0011,1.3004
1.6,0.608659,0.105221,0,-0.40203,0.539866,0,-0.198066,-0.642066,0,1.28741,1,0.144153,1.28797,1,0.144202,-1.70339,-1,0.18442,1.09866,1.09918,1.2004
1.7,0.70642,0.122037,0,-0.438292,0.482898,0,-0.251323,-0.600489,0,1.0973,1,0.118309,1.098,1,0.118371,-1.53733,-1,0.161138,1.19871,1.19924,1.1004
1.8,0.796199,0.137473,0,-0.471569,0.426446,0,-0.301587,-0.558394,0,0.978604,-1,0.103325,0.979465,1,0.103403,-1.44209,-1,0.148506,1.29876,1.29929,1.0004
1.9,0.806679,0.0807707,0,-0.546186,0.44213,0,-0.238265,-0.50876,0,-1.6192,-1,0.159581,1.66336,1,0.161806,-0.288578,-1,0,1.20077,1.39929,0.999502
2,0.818611,0.0223773,0,-0.620035,0.448052,0,-0.175799,-0.447425,0,-1.78276,-1,0.168741,1.8687,1,0.175301,-0.651556,-1,0,1.1008,1.4993,0.999611
2.1,0.831448,-0.0406647,0,-0.694006,0.443028,0,-0.11254,-0.370224,0,-2.22376,-1,0.196962,2.34596,1,0.207445,-1.25058,1,0,1.00086,1.5993,0.999739
2.2,0.817712,-0.0239199,0,-0.699215,0.485891,0,-0.0947468,-0.432839,0,0.346351,-1,0,-0.625201,1,0,1.36546,1,0.141838,0.999897,1.60031,1.09875
2.3,0.801751,-0.00969094,0,-0.705469,0.52815,0,-0.0741384,-0.49206,0,0.224921,-1,0,-0.547879,1,0,1.29583,1,0.132731,0.999931,1.60031,1.19875
2.4,0.783613,0.00223022,0,-0.712518,0.570199,0,-0.0509622,-0.548598,0,0.127561,-1,0,-0.500328,-1,0,1.25508,1,0.127332,0.999963,1.60031,1.29876
2.5,0.714407,0.0394717,0,-0.673521,0.609213,0,-0.025711,-0.631638,0,0.15515,-1,0.000807963,-1.67953,-1,0.173605,1.65662,1,0.169378,0.99908,1.50132,1.39877
2.6,0.638355,0.0685403,0,-0.636186,0.648594,0,0.00727906,-0.706142,0,-0.147295,-1,0,-1.6557,-1,0.16583,1.67747,1,0.165796,0.999193,1.40133,1.49878
2.7,0.553892,0.0889943,0,-0.599375,0.689724,0,0.0484134,-0.773047,0,-0.484343,-1,0,-1.75276,-1,0.169305,1.81819,-1,0.173705,0.99931,1.30135,1.59879
2.8,0.530102,0.116046,0,-0.551385,0.636845,0,0.0265529,-0.747124,0,0.258894,-1,0,-0.77781,-1,0.0765869,-0.843788,-1,0.0831837,0.999312,1.20135,1.50079
2.9,0.505925,0.143262,0,-0.502555,0.583446,0,0.00464901,-0.72123,0,0.287346,-1,0,-0.807769,-1,0.0792266,-0.87309,-1,0.0857992,0.999312,1.10136,1.4008
3,0.481221,0.170707,0,-0.452635,0.529392,0,-0.0173369,-0.695355,0,0.323918,1,0,-0.84766,-1,0.0826908,-0.911128,-1,0.0891417,0.999312,1.00137,1.3008
3.1,0.535042,0.228471,0,-0.437093,0.460572,0,-0.0778186,-0.684187,0,1.51258,1,0.154203,0.132871,-1,0.000801629,-1.53491,-1,0.158207,1.09834,0.999458,1.20081
3.2,0.580273,0.286766,0,-0.413862,0.390606,0,-0.137657,-0.673974,0,1.53318,1,0.15154,-0.126324,-1,0,-1.51191,-1,0.151572,1.19835,0.999542,1.10083
3.3,0.617425,0.346629,0,-0.381805,0.318309,0,-0.198513,-0.6646,0,1.6521,1,0.158386,-0.413782,-1,0,-1.58906,0.585207,0.154119,1.29836,0.99963,1.00085
3.4,0.632655,0.385093,0,-0.365494,0.330611,0,-0.227448,-0.718736,0,1.06122,1,0.106291,-0.336975,-1,0,0.293484,0.585207,0.0185887,1.39836,0.999634,1.0578
3.5,0.647857,0.424011,0,-0.348378,0.341592,0,-0.256937,-0.771581,0,1.06323,1,0.106173,-0.337252,-1,0,0.247808,0.585207,0.0158108,1.49836,0.999638,1.11634
3.6,0.662937,0.463429,0,-0.330403,0.35135,0,-0.286955,-0.823301,0,1.07105,1,0.106671,-0.343878,-1,0,0.204129,1,0.0132056,1.59836,0.999643,1.17487
3.7,0.655569,0.443726,0,-0.343572,0.411047,0,-0.269415,-0.862253,0,-0.509964,1,0.000838028,0.14991,-1,0,1.26307,1,0.127847,1.60037,0.999674,1.27446
3.8,0.64496,0.424126,0,-0.353673,0.470435,0,-0.252001,-0.901261,0,-0.478685,1,0,0.0634861,-1,0,1.23783,1,0.124881,1.60037,0.999706,1.37446
3.9,0.631283,0.405083,0,-0.360689,0.529435,0,-0.234862,-0.94065,0,-0.464703,-1,0,-0.0144209,-1,0,1.22876,1,0.123203,1.60038,0.999736,1.47446
4,0.586214,0.33589,0,-0.374806,0.611851,0,-0.183571,-0.95197,0,-1.68419,-1,0.16933,-0.113355,-1,0,1.70036,1,0.168757,1.50138,0.999855,1.57447
