Time,sphere_pos_0_x,sphere_pos_0_y,sphere_pos_0_z,sphere_pos_1_x,sphere_pos_1_y,sphere_pos_1_z,sphere_pos_2_x,sphere_pos_2_y,sphere_pos_2_z,sphere_pos_3_x,sphere_pos_3_y,sphere_pos_3_z,sphere_pos_4_x,sphere_pos_4_y,sphere_pos_4_z,sphere_pos_5_x,sphere_pos_5_y,sphere_pos_5_z,sphere_pos_6_x,sphere_pos_6_y,sphere_pos_6_z,sphere_pos_7_x,sphere_pos_7_y,sphere_pos_7_z,sphere_pos_8_x,sphere_pos_8_y,sphere_pos_8_z,sphere_pos_9_x,sphere_pos_9_y,sphere_pos_9_z,arm_force_0,input_action_0,arm_energy_consumption_0,arm_force_1,input_action_1,arm_energy_consumption_1,arm_force_2,input_action_2,arm_energy_consumption_2,arm_force_3,input_action_3,arm_energy_consumption_3,arm_force_4,input_action_4,arm_energy_consumption_4,arm_force_5,input_action_5,arm_energy_consumption_5,arm_force_6,input_action_6,arm_energy_consumption_6,arm_force_7,input_action_7,arm_energy_consumption_7,arm_force_8,input_action_8,arm_energy_consumption_8,arm_force_9,input_action_9,arm_energy_consumption_9,arm_force_10,input_action_10,arm_energy_consumption_10,arm_force_11,input_action_11,arm_energy_consumption_11,arm_force_12,input_action_12,arm_energy_consumption_12,arm_force_13,input_action_13,arm_energy_consumption_13,arm_force_14,input_action_14,arm_energy_consumption_14,arm_force_15,input_action_15,arm_energy_consumption_15,arm_force_16,input_action_16,arm_energy_consumption_16,arm_force_17,input_action_17,arm_energy_consumption_17,arm_length_0,arm_length_1,arm_length_2,arm_length_3,arm_length_4,arm_length_5,arm_length_6,arm_length_7,arm_length_8,arm_length_9,arm_length_10,arm_length_11,arm_length_12,arm_length_13,arm_length_14,arm_length_15,arm_length_16,arm_length_17
0,-1.73205,0,0,-0.866023,-0.5,0,-0.866023,0.5,0,-3e-06,-1,0,-3e-06,0,0,-3e-06,1,0,0.866027,-1.5,0,0.866027,-0.5,0,0.866027,0.5,0,0.866027,1.5,0,0,1,0,0,0,0,0,1,0,0,-1,0,0,-1,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,1,0,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
