Time,sphere_pos_0_x,sphere_pos_0_y,sphere_pos_0_z,sphere_pos_1_x,sphere_pos_1_y,sphere_pos_1_z,sphere_pos_2_x,sphere_pos_2_y,sphere_pos_2_z,arm_force_0,arm_force_1,arm_force_2,arm_length_0,arm_length_1,arm_length_2
0,0.577,0,0,-0.289,0.5,0,-0.289,-0.5,0,0,0,0,1,1,1
0.1,0.618721,-0.0281453,0,-0.334176,0.521345,0,-0.275409,-0.475943,0,-0.651988,4.95526,-0.648349,0.999996,1.09898,0.999017
0.2,0.659184,-0.0576233,0,-0.380062,0.542307,0,-0.259779,-0.449463,0,-0.873112,4.8084,-0.873181,0.999014,1.19898,0.999036
0.3,0.699332,-0.0880858,0,-0.426519,0.561839,0,-0.242885,-0.420197,0,-1.14338,4.77367,-1.14343,0.999035,1.29898,0.999057
0.4,0.738613,-0.120051,0,-0.473844,0.579868,0,-0.223991,-0.387466,0,-1.48816,4.85742,-1.48821,0.999058,1.39898,0.99908
0.5,0.776807,-0.153899,0,-0.522256,0.596014,0,-0.20272,-0.350617,0,-1.95379,5.09357,-1.95383,0.999084,1.49898,0.999106
0.6,0.777182,-0.154249,0,-0.522747,0.596165,0,-0.202493,-0.350224,0,0,0,0,0.999085,1.50098,0.999107
0.7,0.777182,-0.154249,0,-0.522747,0.596165,0,-0.202493,-0.350224,0,0,0,0,0.999085,1.50098,0.999107
0.8,0.777182,-0.154249,0,-0.522747,0.596165,0,-0.202493,-0.350224,0,0,0,0,0.999085,1.50098,0.999107
0.9,0.777182,-0.154249,0,-0.522747,0.596165,0,-0.202493,-0.350224,0,0,0,0,0.999085,1.50098,0.999107
1,0.777182,-0.154249,0,-0.522747,0.596165,0,-0.202493,-0.350224,0,0,0,0,0.999085,1.50098,0.999107
1.1,0.762383,-0.141387,0,-0.520359,0.638049,0,-0.199087,-0.41306,0,0.892421,-1.70044,5.41248,0.999115,1.50098,1.09811
1.2,0.744727,-0.130064,0,-0.518672,0.680357,0,-0.193426,-0.473805,0,0.556629,-1.54503,5.04354,0.999144,1.50099,1.19811
1.3,0.724272,-0.120189,0,-0.517425,0.723118,0,-0.18567,-0.532924,0,0.267941,-1.4664,4.79578,0.999171,1.50099,1.29812
1.4,0.700998,-0.111715,0,-0.516387,0.766333,0,-0.175901,-0.590722,0,0.00301215,-1.44718,4.63569,0.999199,1.501,1.39812
1.5,0.674819,-0.104629,0,-0.515342,0.809991,0,-0.164136,-0.647407,0,-0.255019,-1.47994,4.54613,0.999227,1.501,1.49812
1.6,0.674542,-0.104565,0,-0.515331,0.81043,0,-0.164009,-0.647968,0,0,0,0,0.999227,1.501,1.50012
1.7,0.674542,-0.104565,0,-0.515331,0.81043,0,-0.164009,-0.647968,0,0,0,0,0.999227,1.501,1.50012
