Time,sphere_pos_0_x,sphere_pos_0_y,sphere_pos_0_z,sphere_pos_1_x,sphere_pos_1_y,sphere_pos_1_z,sphere_pos_2_x,sphere_pos_2_y,sphere_pos_2_z,arm_force_0,input_action_0,arm_energy_consumption_0,arm_force_1,input_action_1,arm_energy_consumption_1,arm_force_2,input_action_2,arm_energy_consumption_2,arm_length_0,arm_length_1,arm_length_2
0,-0.577353,0,0,0.288677,-0.5,0,0.288677,0.5,0,0,-1,0,0,-1,0,0,1,0,1,1,1
0.1,-0.554285,-2.08167e-20,0,0.279709,-0.55,0,0.279709,0.55,0,-0.255829,-1,0.00120172,-0.255829,-1,0.00120172,1.2151,1,0.121185,0.999022,0.999022,1.099
0.2,-0.529005,-7.63278e-20,0,0.269795,-0.6,0,0.269795,0.6,0,-0.306826,-1,0,-0.306826,-1,0,1.24115,1,0.122708,0.99904,0.99904,1.199
0.3,-0.500346,2.08167e-20,0,0.258352,-0.65,0,0.258352,0.65,0,-0.37133,-1,0,-0.37133,-1,0,1.28326,1,0.126088,0.999061,0.999061,1.299
0.4,-0.467773,-2.42861e-19,0,0.245087,-0.7,0,0.245087,0.7,0,-0.456213,-1,0,-0.456213,-1,0,1.3477,1,0.131357,0.999084,0.999084,1.399
0.5,-0.430509,-5.20417e-19,0,0.229583,-0.75,0,0.229583,0.75,0,-0.573827,-1,0,-0.573827,-1,0,1.44634,1,0.139392,0.99911,0.99911,1.499
0.6,-0.387357,-7.42462e-19,0,0.211212,-0.8,0,0.211212,0.8,0,-0.748859,-1,0,-0.748859,-1,0,1.60356,1,0.151925,0.999142,0.999142,1.599
0.7,-0.336293,-1.8735e-19,0,0.188935,-0.85,0,0.188935,0.85,0,-1.03891,-1,0,-1.03891,-1,0,1.87671,1,0.172768,0.999181,0.999181,1.699
0.8,-0.273371,-3.53884e-19,0,0.160763,-0.9,0,0.160763,0.9,0,-1.61685,-1,0,-1.61685,-1,0,2.43847,1,0.212164,0.999235,0.999235,1.799
0.9,-0.188415,1.75554e-18,0,0.12167,-0.95,0,0.12167,0.95,0,-3.34714,1,0,-3.34714,-1,0,4.15317,1,0.310781,0.999325,0.999325,1.899
1,-0.279405,0.0355909,0,0.170987,-0.967305,0,0.159143,0.933658,0,2.37601,1,0.298796,1.52501,-1,0,-1.72616,1,0.000805875,1.09839,0.999423,1.901
1.1,-0.351618,0.0731339,0,0.212446,-0.985368,0,0.18641,0.915455,0,1.83099,1,0.206228,0.933989,-1,0,-1.16751,1,0,1.19841,0.999489,1.901
1.2,-0.413466,0.112576,0,0.250218,-1.00458,0,0.207359,0.895939,0,1.57169,1,0.16864,0.626176,-1,0,-0.895248,1,0,1.29843,0.999541,1.901
1.3,-0.468429,0.153834,0,0.286022,-1.02482,0,0.223571,0.875157,0,1.42696,1,0.149217,0.429911,-1,0,-0.738516,1,0,1.39844,0.999585,1.901
1.4,-0.518208,0.196825,0,0.32071,-1.04597,0,0.235785,0.853138,0,1.34067,1,0.137977,0.288233,-1,0,-0.641311,1,0,1.49844,0.999626,1.901
1.5,-0.563764,0.241481,0,0.354779,-1.06791,0,0.244382,0.829891,0,1.28922,1,0.131237,0.176431,-1,0,-0.580142,1,0,1.59844,0.999664,1.90101
1.6,-0.605678,0.287748,0,0.388556,-1.09051,0,0.249559,0.805405,0,1.26134,1,0.127347,0.0816584,-1,0,-0.543762,1,0,1.69844,0.9997,1.90101
1.7,-0.644315,0.335596,0,0.422277,-1.11367,0,0.251394,0.779642,0,1.25139,1,0.125497,-0.00387391,-1,0,-0.526534,1,0,1.79844,0.999735,1.90101
1.8,-0.679894,0.385022,0,0.456131,-1.13726,0,0.249878,0.752534,0,1.25685,1,0.125291,-0.0857185,-1,0,-0.525907,-1,0,1.89844,0.99977,1.90101
1.9,-0.699934,0.404276,0,0.465158,-1.09714,0,0.257616,0.691872,0,0.526069,1,0.00178296,0.00735283,-1,0,-1.25127,-1,0.125831,1.90045,0.999806,1.80201
2,-0.716264,0.424325,0,0.474033,-1.0572,0,0.262076,0.630562,0,0.542532,1,0,-0.0778808,-1,0,-1.26051,-1,0.12546,1.90045,0.999842,1.70202
2.1,-0.72928,0.445714,0,0.483317,-1.01761,0,0.263069,0.568181,0,0.577964,1,0,-0.172059,-1,0,-1.28751,-1,0.12725,1.90045,0.999878,1.60202
2.2,-0.738955,0.468523,0,0.493264,-0.978324,0,0.260313,0.504508,0,0.637811,1,0,-0.282813,-1,0,-1.3377,-1,0.131058,1.90045,0.999915,1.50202
2.3,-0.745157,0.492889,0,0.504189,-0.939196,0,0.253356,0.439191,0,0.732939,1,0,-0.422628,-1,0,-1.42199,-1,0.137674,1.90046,0.999956,1.40202
2.4,-0.747611,0.519059,0,0.516533,-0.899981,0,0.241463,0.371639,0,0.885935,1,0,-0.615323,-1,0,-1.56305,-1,0.1487,1.90046,1,1.30203
2.5,-0.745305,0.547737,0,0.531182,-0.860212,0,0.222681,0.300535,0,1.15367,1,0,-0.918813,-1,0.00214574,-1.81768,-1,0.168549,1.90046,0.999052,1.20204
2.6,-0.737961,0.579525,0,0.549056,-0.818807,0,0.195781,0.224052,0,1.69328,1,0,-1.49089,-1,0,-2.34372,-1,0.20468,1.90046,0.999117,1.10207
2.7,-0.722057,0.617432,0,0.573699,-0.772805,0,0.153447,0.135849,0,3.30933,-1,0,-3.13686,-1,0,-3.94595,-1,0.297033,1.90046,0.999213,1.00213
2.8,-0.716286,0.554898,0,0.51144,-0.762045,0,0.214851,0.192143,0,-2.45925,-1,0.306808,1.63802,-1,0,1.638,-1,0.00127313,1.80146,0.999303,0.999219
2.9,-0.702871,0.499049,0,0.456665,-0.744751,0,0.261023,0.235185,0,-1.885,-1,0.212916,1.04759,-1,0,1.04757,-1,0,1.70146,0.999358,0.999274
3,-0.685112,0.447249,0,0.406233,-0.723406,0,0.298456,0.270079,0,-1.60781,-1,0.173089,0.753505,-1,0,0.753476,-1,0,1.60146,0.999397,0.999314
3.1,-0.664482,0.398126,0,0.358674,-0.699385,0,0.330074,0.299552,0,-1.44882,-1,0.152093,0.576719,-1,0,0.576684,-1,0,1.50146,0.999429,0.999346
3.2,-0.641747,0.350964,0,0.313219,-0.673401,0,0.357371,0.324996,0,-1.34924,-1,0.13949,0.4582,-1,0,0.458157,-1,0,1.40146,0.999455,0.999372
3.3,-0.617372,0.305333,0,0.269406,-0.645886,0,0.381228,0.347233,0,-1.28424,-1,0.131416,0.372796,-1,0,0.372744,-1,0,1.30146,0.999479,0.999395
3.4,-0.591661,0.260947,0,0.226928,-0.617127,0,0.402218,0.366797,0,-1.24174,-1,0.126123,0.307969,-1,0,0.307906,-1,0,1.20146,0.999499,0.999416
3.5,-0.56483,0.217605,0,0.185571,-0.587322,0,0.420732,0.384052,0,-1.21541,-1,0.122727,0.256763,-1,0,0.256686,-1,0,1.10146,0.999518,0.999435
3.6,-0.537036,0.175161,0,0.145176,-0.55662,0,0.437052,0.399263,0,-1.20196,-1,0.120762,0.214998,-1,0,0.214904,1,0,1.00146,0.999535,0.999452
3.7,-0.515475,0.168232,0,0.121937,-0.601611,0,0.443621,0.449729,0,-0.255292,-1,0.00141641,-0.255364,-1,0,1.21481,1,0.120949,0.999476,0.999553,1.09845
3.8,-0.491336,0.16085,0,0.0978422,-0.646528,0,0.448783,0.500436,0,-0.306144,-1,0,-0.306203,-1,0,1.2407,1,0.122672,0.999495,0.999572,1.19845
3.9,-0.463972,0.15248,0,0.0722884,-0.690999,0,0.452487,0.551589,0,-0.370429,-1,0,-0.370477,-1,0,1.28259,1,0.126032,0.999515,0.999592,1.29845
4,-0.432873,0.142967,0,0.0449968,-0.734938,0,0.454453,0.603274,0,-0.454965,-1,0,-0.455004,-1,0,1.34667,1,0.131273,0.999538,0.999615,1.39845
4.1,-0.397303,0.132086,0,0.0155715,-0.778224,0,0.454286,0.655612,0,-0.571989,-1,0,-0.572021,-1,0,1.44472,1,0.139262,0.999564,0.999641,1.49845
4.2,-0.356124,0.119488,0,-0.016585,-0.820674,0,0.451388,0.708786,0,-0.745914,-1,0,-0.745941,-1,0,1.60083,1,0.151714,0.999596,0.999673,1.59845
4.3,-0.307417,0.104587,0,-0.0524582,-0.861987,0,0.444774,0.763097,0,-1.03354,-1,0,-1.03356,-1,0,1.87156,1,0.17239,0.999635,0.999712,1.69845
4.4,-0.247453,0.0862419,0,-0.093927,-0.901588,0,0.432565,0.819119,0,-1.60443,-1,0,-1.60445,-1,0,2.42628,1,0.211364,0.999689,0.999766,1.79845
4.5,-0.166674,0.0615274,0,-0.145715,-0.938032,0,0.410037,0.878299,0,-3.29641,1,0,-3.29642,-1,0,4.10267,1,0.308267,0.999778,0.999855,1.89845
4.6,-0.242833,0.12205,0,-0.103786,-0.968964,0,0.440834,0.85178,0,2.36308,1,0.296231,1.51144,-1,0,-1.7129,1,0.000806104,1.09884,0.999952,1.90045
4.7,-0.299972,0.17913,0,-0.069729,-0.998438,0,0.460993,0.826406,0,1.82887,1,0.204438,0.93151,-1,0.000865594,-1.16528,1,0,1.19887,0.999017,1.90045
4.8,-0.347523,0.234937,0,-0.0392505,-1.02786,0,0.475285,0.801616,0,1.57052,1,0.168483,0.624612,-1,0,-0.893983,1,0,1.29888,0.999068,1.90045
4.9,-0.38797,0.29047,0,-0.0109482,-1.05769,0,0.48468,0.776998,0,1.42626,1,0.149126,0.428765,-1,0,-0.737722,1,0,1.39889,0.999113,1.90045
5,-0.42296,0.346148,0,0.016025,-1.08806,0,0.48989,0.752366,0,1.34024,1,0.137922,0.287303,-1,0,-0.6408,1,0,1.49889,0.999153,1.90046
5.1,-0.453426,0.402182,0,0.0421784,-1.11901,0,0.491283,0.727618,0,1.28899,1,0.131205,0.175615,-1,0,-0.57983,1,0,1.59889,0.999191,1.90046
5.2,-0.47994,0.458693,0,0.0678583,-1.15052,0,0.489041,0.702683,0,1.26126,1,0.127332,0.0808947,-1,0,-0.543609,1,0,1.69889,0.999227,1.90046
5.3,-0.502858,0.515759,0,0.0933261,-1.18253,0,0.483228,0.677505,0,1.25145,1,0.125495,-0.00463167,-1,0,-0.526529,1,0,1.7989,0.999263,1.90046
5.4,-0.522389,0.573439,0,0.118798,-1.21499,0,0.473815,0.652021,0,1.25704,1,0.125304,-0.0865128,-1,0,-0.526054,-1,0,1.8989,0.999298,1.90047
5.5,-0.535878,0.597725,0,0.139153,-1.17928,0,0.463439,0.591741,0,0.526398,1,0.00178331,0.00638405,-1,0,-1.25143,-1,0.125838,1.9009,0.999334,1.80147
5.6,-0.545583,0.621689,0,0.159317,-1.14368,0,0.449736,0.531799,0,0.543079,1,0,-0.0789886,-1,0,-1.26087,-1,0.125485,1.9009,0.999369,1.70147
5.7,-0.551724,0.645966,0,0.179768,-1.10856,0,0.432397,0.471847,0,0.578798,1,0,-0.173391,-1,0,-1.28813,-1,0.127298,1.9009,0.999406,1.60147
5.8,-0.55425,0.670624,0,0.200771,-1.07391,0,0.411086,0.411752,0,0.639055,1,0,-0.284505,-1,0,-1.33871,-1,0.131139,1.90091,0.999443,1.50147
5.9,-0.552993,0.695759,0,0.222669,-1.03969,0,0.385263,0.351311,0,0.734833,1,0,-0.424927,-1,0,-1.42363,-1,0.137804,1.90091,0.999484,1.40148
6,-0.547612,0.721526,0,0.245957,-1.00581,0,0.354047,0.29017,0,0.888985,1,0,-0.618741,-1,0,-1.56582,-1,0.148915,1.90091,0.999528,1.30148
6.1,-0.537444,0.748217,0,0.271441,-0.972004,0,0.315897,0.227669,0,1.1556,1,0,-0.921006,-1,0,-1.81953,-1,0.168072,1.90091,0.99958,1.2015
6.2,-0.521081,0.776468,0,0.300688,-0.937636,0,0.267716,0.162393,0,1.69747,1,0,-1.49531,-1,0,-2.34782,-1,0.204957,1.90091,0.999644,1.10152
6.3,-0.494715,0.808081,0,0.33779,-0.900835,0,0.201279,0.0903924,0,3.32523,-1,0,-3.15296,-1,0,-3.96178,-1,0.297843,1.90091,0.999741,1.00158
6.4,-0.507776,0.746281,0,0.281023,-0.872692,0,0.27716,0.126974,0,-2.45539,-1,0.309367,1.63412,-1,0,1.63408,-1,0.000636414,1.80191,0.999832,0.999673
6.5,-0.511264,0.688965,0,0.233732,-0.840112,0,0.33385,0.15459,0,-1.8835,-1,0.212674,1.04605,-1,0,1.04601,-1,0,1.70191,0.999886,0.999727
6.6,-0.509427,0.634244,0,0.191768,-0.804936,0,0.379824,0.176985,0,-1.60708,-1,0.172984,0.752753,-1,0,0.752698,-1,0,1.60191,0.999926,0.999767
6.7,-0.504067,0.581239,0,0.153328,-0.768043,0,0.418664,0.195904,0,-1.44842,-1,0.152039,0.576311,-1,0,0.576245,-1,0,1.50191,0.999957,0.999799
6.8,-0.496125,0.529493,0,0.117471,-0.729892,0,0.452199,0.212238,0,-1.349,-1,0.139458,0.457972,-1,0,0.457891,-1,0,1.40191,0.999984,0.999825
6.9,-0.48572,0.478739,0,0.0837238,-0.690919,0,0.480954,0.226634,0,-1.28449,-1,0.131013,0.37285,-1,0.00083446,0.373373,-1,0,1.30191,0.999007,0.999848
7,-0.474131,0.428753,0,0.0515277,-0.651001,0,0.506754,0.239228,0,-1.2419,-1,0.126143,0.307884,-1,0,0.30852,-1,0,1.20191,0.999028,0.999869
7.1,-0.461161,0.379438,0,0.0207076,-0.610413,0,0.529509,0.25034,0,-1.2155,-1,0.122739,0.256548,-1,0,0.257325,-1,0,1.10191,0.999046,0.999887
7.2,-0.447004,0.3307,0,-0.00893071,-0.569251,0,0.549565,0.260141,0,-1.202,-1,0.120769,0.21465,-1,0,0.215602,1,0,1.00191,0.999064,0.999905
7.3,-0.428416,0.31774,0,-0.0443005,-0.605467,0,0.570602,0.306501,0,-0.255933,-1,0.00141715,-0.255147,-1,0,1.2149,1,0.120956,0.999927,0.999082,1.0989
7.4,-0.407492,0.303593,0,-0.0804658,-0.641365,0,0.590361,0.353503,0,-0.306759,-1,0,-0.306116,-1,0,1.24085,1,0.122684,0.999946,0.9991,1.1989
7.5,-0.383769,0.28756,0,-0.117895,-0.676413,0,0.60885,0.40136,0,-0.371058,-1,0,-0.370529,-1,0,1.28283,1,0.126052,0.999966,0.999121,1.2989
7.6,-0.356804,0.269345,0,-0.156831,-0.710446,0,0.625829,0.450234,0,-0.45566,-1,0,-0.455226,-1,0,1.34703,1,0.131303,0.999989,0.999144,1.3989
7.7,-0.32572,0.247946,0,-0.197867,-0.742855,0,0.640998,0.500536,0,-0.573697,-1,0.00179246,-0.573762,-1,0,1.44626,1,0.139858,0.999016,0.999171,1.4989
7.8,-0.289948,0.223818,0,-0.24106,-0.774032,0,0.653733,0.552256,0,-0.748685,-1,0,-0.748739,-1,0,1.60343,1,0.151915,0.999047,0.999202,1.5989
7.9,-0.24762,0.195266,0,-0.287491,-0.803025,0,0.663231,0.60616,0,-1.03864,-1,0,-1.03868,-1,0,1.87647,1,0.17275,0.999087,0.999242,1.6989
8,-0.195466,0.160084,0,-0.338807,-0.828722,0,0.667846,0.66336,0,-1.61627,-1,0,-1.61631,-1,0,2.43792,1,0.212127,0.999141,0.999296,1.7989
8.1,-0.125055,0.112584,0,-0.399173,-0.848313,0,0.663412,0.726664,0,-3.34495,1,0,-3.34498,-1,0,4.151,1,0.310672,0.999231,0.999386,1.8989
8.2,-0.180564,0.192964,0,-0.367971,-0.890237,0,0.685326,0.692168,0,2.37544,1,0.298685,1.52442,-1,0,-1.72557,1,0.0008059,1.09829,0.999484,1.90091
8.3,-0.219426,0.264467,0,-0.343704,-0.928397,0,0.697743,0.661833,0,1.83074,1,0.20619,0.933719,-1,0,-1.16723,1,0,1.19832,0.999549,1.90091
8.4,-0.248636,0.331749,0,-0.323134,-0.965447,0,0.704192,0.633942,0,1.57155,1,0.168622,0.626022,-1,0,-0.895091,1,0,1.29833,0.999601,1.90091
8.5,-0.271126,0.396686,0,-0.30477,-1.00225,0,0.706006,0.607651,0,1.42688,1,0.149207,0.429813,-1,0,-0.738413,1,0,1.39834,0.999646,1.90091
8.6,-0.28835,0.460163,0,-0.287839,-1.03918,0,0.703815,0.582569,0,1.34061,1,0.13797,0.288166,-1,0,-0.641238,1,0,1.49835,0.999686,1.90091
8.7,-0.301142,0.522657,0,-0.271863,-1.07642,0,0.69794,0.558492,0,1.28918,1,0.131232,0.176383,-1,0,-0.580087,1,0,1.59835,0.999724,1.90091
