Time,sphere_pos_0_x,sphere_pos_0_y,sphere_pos_0_z,sphere_pos_1_x,sphere_pos_1_y,sphere_pos_1_z,sphere_pos_2_x,sphere_pos_2_y,sphere_pos_2_z,arm_force_0,input_action_0,arm_energy_consumption_0,arm_force_1,input_action_1,arm_energy_consumption_1,arm_force_2,input_action_2,arm_energy_consumption_2,arm_length_0,arm_length_1,arm_length_2
0,0.577,0,0,-0.289,0.5,0,-0.289,-0.5,0,0,-1,0,0,1,0,0,-1,0,1,1,1
0.1,0.616204,-0.0324257,0,-0.336697,0.517057,0,-0.277923,-0.48023,0,-0.256027,-1,0,1.21492,1,0.120956,-0.255118,-1,0.00141594,0.999996,1.09898,0.999017
0.2,0.654168,-0.066299,0,-0.385088,0.533614,0,-0.264788,-0.458153,0,-0.306815,-1,0.001462,1.24115,1,0.122971,-0.306832,-1,0,0.999014,1.19898,0.999036
0.3,0.691751,-0.101206,0,-0.434111,0.5487,0,-0.250461,-0.433332,0,-0.371322,-1,0,1.28326,1,0.126088,-0.371335,-1,0,0.999035,1.29898,0.999057
0.4,0.728423,-0.137691,0,-0.484046,0.562209,0,-0.234177,-0.405121,0,-0.456207,-1,0,1.3477,1,0.131357,-0.456219,-1,0,0.999058,1.39898,0.99908
0.5,0.763975,-0.176115,0,-0.535099,0.573778,0,-0.215548,-0.372848,0,-0.573824,-1,0,1.44634,1,0.139392,-0.573833,-1,0,0.999084,1.49898,0.999106
0.6,0.798094,-0.217023,0,-0.587586,0.582864,0,-0.193975,-0.335475,0,-0.748861,-1,0,1.60357,1,0.151926,-0.748869,1,0,0.999116,1.59898,0.999138
0.7,0.788655,-0.19807,0,-0.583999,0.62592,0,-0.189853,-0.400127,0,0.349315,-1,0,-0.62771,1,0.000854525,1.36749,1,0.14135,0.999152,1.60098,1.09815
0.8,0.776163,-0.180683,0,-0.581038,0.668525,0,-0.182471,-0.462451,0,0.227119,-1,0,-0.549578,1,0,1.29709,1,0.132893,0.999186,1.60098,1.19815
0.9,0.761044,-0.165091,0,-0.578905,0.711092,0,-0.171993,-0.522692,0,0.129292,-1,0,-0.501508,1,0,1.25587,1,0.127432,0.999218,1.60099,1.29815
