Time,sphere_pos_0_x,sphere_pos_0_y,sphere_pos_0_z,sphere_pos_1_x,sphere_pos_1_y,sphere_pos_1_z,sphere_pos_2_x,sphere_pos_2_y,sphere_pos_2_z,arm_force_0,arm_force_1,arm_force_2,arm_length_0,arm_length_1,arm_length_2
0,0.577,0,0,-0.289,0.5,0,-0.289,-0.5,0,0,0,0,1,1,1
0.1,0.658897,1.38778e-18,0,-0.321146,0.4995,0,-0.321146,-0.4995,0,4.17642,4.17642,-0.776037,1.09899,1.09899,0.999
0.2,0.659696,1.33227e-18,0,-0.321469,0.4995,0,-0.321469,-0.4995,0,0,0,0,1.10099,1.10099,0.999
0.3,0.636066,1.37043e-18,0,-0.318013,0.5495,0,-0.318013,-0.5495,0,-0.523131,-0.523131,4.91604,1.10101,1.10101,1.098
0.4,0.635569,1.37043e-18,0,-0.317934,0.5505,0,-0.317934,-0.5505,0,0,0,0,1.10101,1.10101,1.101
0.5,0.550963,1.23165e-18,0,-0.285101,0.5505,0,-0.285101,-0.5505,0,-5.03947,-5.03947,1.30048,1.00203,1.00203,1.101
0.6,0.549225,1.23165e-18,0,-0.284443,0.5505,0,-0.284443,-0.5505,0,0,0,0,0.999026,0.999026,1.101
0.7,0.576515,1.23512e-18,0,-0.288116,0.5005,0,-0.288116,-0.5005,0,0.465149,0.465149,-5.22291,0.999043,0.999043,1.002
0.8,0.576774,1.23859e-18,0,-0.288147,0.5,0,-0.288147,-0.5,0,0,0,0,0.999044,0.999044,1
0.9,0.658474,1.51615e-18,0,-0.320264,0.5,0,-0.320264,-0.5,0,4.18298,4.18298,-0.779748,1.09806,1.09806,1
1,0.659274,1.59942e-18,0,-0.320587,0.5,0,-0.320587,-0.5,0,0,0,0,1.10006,1.10006,1
1.1,0.635592,1.65493e-18,0,-0.31712,0.55,0,-0.31712,-0.55,0,-0.52547,-0.52547,4.91393,1.10007,1.10007,1.099
1.2,0.635342,1.66187e-18,0,-0.317081,0.5505,0,-0.317081,-0.5505,0,0,0,0,1.10007,1.10007,1.101
1.3,0.550697,9.78252e-19,0,-0.284247,0.5505,0,-0.284247,-0.5505,0,-5.04709,-5.04709,1.30348,1.00109,1.00109,1.101
1.4,0.549828,9.78252e-19,0,-0.283918,0.5505,0,-0.283918,-0.5505,0,0,0,0,0.999091,0.999091,1.101
1.5,0.577116,2.21589e-18,0,-0.287591,0.5005,0,-0.287591,-0.5005,0,0.465088,0.465088,-5.22289,0.999108,0.999108,1.002
1.6,0.577374,2.20202e-18,0,-0.287622,0.5,0,-0.287622,-0.5,0,0,0,0,0.999109,0.999109,1
1.7,0.659072,2.85398e-18,0,-0.319739,0.5,0,-0.319739,-0.5,0,4.18266,4.18266,-0.779675,1.09812,1.09812,1
1.8,0.659872,2.85398e-18,0,-0.320062,0.5,0,-0.320062,-0.5,0,0,0,0,1.10012,1.10012,1
1.9,0.636191,2.43049e-18,0,-0.316595,0.55,0,-0.316595,-0.55,0,-0.525408,-0.525408,4.91391,1.10014,1.10014,1.099
2,0.635942,2.4109e-18,0,-0.316556,0.5505,0,-0.316556,-0.5505,0,0,0,0,1.10014,1.10014,1.101
2.1,0.5513,9.21047e-19,0,-0.283722,0.5505,0,-0.283722,-0.5505,0,-5.04656,-5.04656,1.30327,1.00116,1.00116,1.101
2.2,0.550431,1.06945e-18,0,-0.283393,0.5505,0,-0.283393,-0.5505,0,0,0,0,0.999156,0.999156,1.101
2.3,0.577716,3.17807e-18,0,-0.287066,0.5005,0,-0.287066,-0.5005,0,0.465027,0.465027,-5.22288,0.999173,0.999173,1.002
2.4,0.577974,3.1746e-18,0,-0.287097,0.5,0,-0.287097,-0.5,0,0,0,0,0.999174,0.999174,1
2.5,0.65967,5.83369e-18,0,-0.319214,0.5,0,-0.319214,-0.5,0,4.18234,4.18234,-0.779601,1.09819,1.09819,1
2.6,0.66047,5.8892e-18,0,-0.319537,0.5,0,-0.319537,-0.5,0,0,0,0,1.10019,1.10019,1
2.7,0.636791,4.4603e-18,0,-0.316071,0.55,0,-0.316071,-0.55,0,-0.525346,-0.525346,4.91389,1.1002,1.1002,1.099
2.8,0.636542,4.47071e-18,0,-0.316031,0.5505,0,-0.316031,-0.5505,0,0,0,0,1.1002,1.1002,1.101
2.9,0.551902,3.2807e-20,0,-0.283197,0.5505,0,-0.283197,-0.5505,0,-5.04603,-5.04603,1.30306,1.00122,1.00122,1.101
3,0.551034,-2.27042e-20,0,-0.282868,0.5505,0,-0.282868,-0.5505,0,0,0,0,0.999221,0.999221,1.101
3.1,0.578316,2.44241e-18,0,-0.286541,0.5005,0,-0.286541,-0.5005,0,0.464966,0.464966,-5.22287,0.999238,0.999238,1.002
3.2,0.578574,2.45786e-18,0,-0.286572,0.5,0,-0.286572,-0.5,0,0,0,0,0.999239,0.999239,1
3.3,0.660267,6.64958e-18,0,-0.31869,0.5,0,-0.31869,-0.5,0,4.18202,4.18202,-0.779527,1.09825,1.09825,1
3.4,0.661067,6.68274e-18,0,-0.319012,0.5,0,-0.319012,-0.5,0,0,0,0,1.10025,1.10025,1
