Time,sphere_pos_0_x,sphere_pos_0_y,sphere_pos_0_z,sphere_pos_1_x,sphere_pos_1_y,sphere_pos_1_z,sphere_pos_2_x,sphere_pos_2_y,sphere_pos_2_z,sphere_pos_3_x,sphere_pos_3_y,sphere_pos_3_z,sphere_pos_4_x,sphere_pos_4_y,sphere_pos_4_z,sphere_pos_5_x,sphere_pos_5_y,sphere_pos_5_z,arm_force_0,input_action_0,arm_energy_consumption_0,arm_force_1,input_action_1,arm_energy_consumption_1,arm_force_2,input_action_2,arm_energy_consumption_2,arm_force_3,input_action_3,arm_energy_consumption_3,arm_force_4,input_action_4,arm_energy_consumption_4,arm_force_5,input_action_5,arm_energy_consumption_5,arm_force_6,input_action_6,arm_energy_consumption_6,arm_force_7,input_action_7,arm_energy_consumption_7,arm_force_8,input_action_8,arm_energy_consumption_8,arm_length_0,arm_length_1,arm_length_2,arm_length_3,arm_length_4,arm_length_5,arm_length_6,arm_length_7,arm_length_8
1,-1.22156,-0.224029,0,-0.254202,-0.475072,0,-0.331456,0.722604,0,0.481959,-1.29179,0,0.626148,-0.000727083,0,0.722143,1.29577,0,1.24626,-1,0,-0.896688,0,0,-0.471152,-1,0.0402975,1.56048,1,0.157374,0.952703,0,0,-1.24807,-1,0.118246,-1.4815,-1,0.132911,0.555999,0,0,-0.75737,0,0,0.9994,1.29938,1.20116,1.09853,1.00001,1.20109,1.20041,1.30005,1.29909
1.1,-1.2501,-0.168453,0,-0.287825,-0.438333,0,-0.249963,0.661237,0,0.535067,-1.3111,0,0.618012,-0.014646,0,0.655535,1.28487,0,1.49289,-1,0,-1.28849,0,0,-0.68098,-1,0.056806,1.54338,1,0.15511,1.12544,0,0,-1.49415,-1,0.135716,-1.92731,-1,0.16893,0.831973,0,0,-0.723372,0,0,0.999402,1.29948,1.10122,1.19853,1.00003,1.10109,1.10047,1.30006,1.2991
1.2,-1.269,-0.0976839,0,-0.315941,-0.39849,0,-0.166628,0.590594,0,0.588028,-1.33209,0,0.615027,-0.0332622,0,0.570198,1.26605,0,1.9066,0,0,-1.87793,1,0,-1.0477,0,0.0848019,1.5317,-1,0.153733,1.50425,-1,0,-2.03315,-1,0.172983,-2.67404,0,0.226949,1.35824,1,0,-0.679364,0,0,0.999408,1.2996,1.00129,1.29853,1.00005,1.00109,1.00058,1.30009,1.29911
1.3,-1.24011,-0.133361,0,-0.27883,-0.406784,0,-0.156563,0.58601,0,0.51181,-1.30889,0,0.640682,-0.0161454,0,0.561366,1.28152,0,-1.12007,0,0,0.684635,1,0.0025398,-1.04958,0,0,-2.20448,-1,0.221843,-0.19388,-1,0.00173792,0.603782,-1,0.000220351,-0.252781,0,0,0.415173,1,0,1.12479,0,0,0.999412,1.30061,1.0003,1.20054,0.99905,0.999095,0.99958,1.30009,1.29915
1.4,-1.21124,-0.167681,0,-0.243121,-0.415818,0,-0.146915,0.579844,0,0.4367,-1.28004,0,0.66584,-0.00121274,0,0.552541,1.29394,0,-1.11711,0,0,0.695739,1,0,-1.06389,0,0,-2.20027,-1,0.220021,-0.323218,-1,0,0.596777,-1,0,-0.233901,0,0,0.358674,1,0,1.08464,0,0,0.999416,1.30061,1.0003,1.10056,0.999054,0.999098,0.999584,1.3001,1.29919
1.5,-1.18265,-0.201429,0,-0.208637,-0.425353,0,-0.137284,0.5724,0,0.362633,-1.2456,0,0.689708,0.0117857,0,0.544154,1.30371,0,-1.11715,0,0,0.709507,1,0,-1.08701,-1,0,-2.22242,-1,0.220915,-0.456058,0,0,0.598213,-1,0,-0.219948,-1,0,0.309185,-1,0,1.07275,1,0,0.999419,1.30061,1.0003,1.00058,0.999057,0.999102,0.999587,1.3001,1.29923
1.6,-1.19383,-0.218383,0,-0.213796,-0.414294,0,-0.170262,0.584063,0,0.378543,-1.21947,0,0.672315,0.0471489,0,0.580785,1.24376,0,-0.189477,0,0,0.425044,1,0,0.271597,-1,0.00228353,0.29942,-1,0,-0.368232,0,0,0.378969,-1,0,0.767664,-1,0,-1.80043,-1,0.183568,-0.727221,1,0.00185363,0.999423,1.30062,0.999306,0.999583,0.99906,0.999106,0.999636,1.20111,1.30024
1.7,-1.20289,-0.232084,0,-0.218177,-0.402944,0,-0.200112,0.596201,0,0.394499,-1.19275,0,0.655883,0.0809426,0,0.611287,1.18015,0,-0.158005,0,0,0.346758,1,0,0.237342,-1,0,0.294341,-1,0,-0.355117,0,0,0.282566,-1,0,0.636814,-1,0,-1.73684,-1,0.176581,-0.721224,1,0,0.999427,1.30062,0.999309,0.999587,0.999064,0.999109,0.999683,1.10111,1.30024
1.8,-1.20988,-0.243276,0,-0.221406,-0.390847,0,-0.226928,0.608449,0,0.409744,-1.16598,0,0.640992,0.113537,0,0.635761,1.11364,0,-0.133347,0,0,0.279216,0,0,0.214599,-1,0,0.29204,0,0,-0.351209,1,0,0.208449,0,0,0.531591,1,0,-1.69945,-1,0.171606,-0.715727,0,0,0.999429,1.30063,0.999312,0.999589,0.999066,0.999112,0.999728,1.00112,1.30024
1.9,-1.25755,-0.245822,0,-0.275573,-0.431805,0,-0.242148,0.566955,0,0.431928,-1.13801,0,0.661988,0.141719,0,0.696325,1.14026,0,0.636417,0,0,0.226195,0,0,0.157965,-1,0,0.381588,0,0,1.61914,1,0.165444,-0.827529,0,0,1.47553,1,0.148452,-0.19412,-1,0.00187861,-0.833067,0,0,0.999437,1.30064,0.999319,0.999642,1.09807,0.999143,1.09873,0.999129,1.30024
2,-1.30126,-0.249743,0,-0.32749,-0.474804,0,-0.254195,0.521832,0,0.447341,-1.10649,0,0.681898,0.172427,0,0.756146,1.1688,0,0.520587,0,0,0.274418,0,0,0.0320933,-1,0,0.195468,0,0,1.58086,1,0.159606,-0.826266,0,0,1.47698,1,0.147537,-0.219408,-1,0,-0.761049,0,0,0.999445,1.30065,0.999327,0.999692,1.19807,0.999176,1.19873,0.999137,1.30024
2.1,-1.34109,-0.254547,0,-0.377478,-0.519808,0,-0.262906,0.472938,0,0.456395,-1.0713,0,0.699973,0.205929,0,0.81555,1.19837,0,0.419546,-1,0,0.30077,1,0,-0.0734977,-1,0,0.0308129,0,0,1.58688,-1,0.158016,-0.869916,0,0,1.48974,-1,0.148241,-0.255992,1,0,-0.730752,-1,0,0.999454,1.30066,0.999336,0.999742,1.29807,0.999214,1.29874,0.999146,1.30025
2.2,-1.31177,-0.224645,0,-0.349201,-0.493676,0,-0.230744,0.498614,0,0.465985,-1.07244,0,0.688616,0.106976,0,0.739007,1.20499,0,0.255272,-1,0,-0.924508,1,0,-0.23337,-1,0,0.177969,0,0,-0.506597,-1,0.0501892,0.142738,0,0,-2.00413,-1,0.204658,1.41729,1,0.145238,-0.260667,-1,0.0219318,0.999454,1.30066,0.999336,0.999748,1.2001,0.999301,1.20074,1.09817,1.20125
2.3,-1.28066,-0.192354,0,-0.320684,-0.470493,0,-0.192831,0.520631,0,0.477632,-1.07232,0,0.667137,0.0114828,0,0.663513,1.21066,0,0.306268,-1,0,-1.02007,1,0,-0.20476,-1,0,0.225904,0,0,-0.493873,-1,0.0502074,-0.163178,0,0,-2.01765,-1,0.200131,1.45455,1,0.142603,-0.339066,-1,0.0300058,0.999454,1.30066,0.999336,0.999752,1.10013,0.999388,1.10076,1.19819,1.10125
2.4,-1.24742,-0.156501,0,-0.292258,-0.450745,0,-0.147755,0.53809,0,0.491443,-1.07149,0,0.636284,-0.0817815,0,0.586666,1.21646,0,0.393199,1,0,-1.16123,0,0,-0.180905,0,0,0.290976,1,0,-0.457959,1,0.0477862,-0.539034,-1,0,-2.1662,-1,0.20789,1.62456,1,0.152748,-0.429474,0,0.0382916,0.999456,1.30066,0.999338,0.999755,1.00016,0.999478,1.00078,1.29819,1.00125
2.5,-1.33293,-0.0439393,0,-0.334156,-0.503785,0,-0.14085,0.476691,0,0.59942,-1.0852,0,0.683525,-0.0884732,0,0.544826,1.20433,0,3.67743,1,0.375718,-2.07066,0,0,-0.180677,0,0,2.34655,1,0.249235,2.43938,1,0.249794,-1.56982,-1,0,-1.16763,-1,0,0.697464,1,0.0024632,-1.0768,0,0,1.09855,1.30081,0.99935,1.09882,1.09816,0.999502,0.999807,1.30022,1.00027
2.6,-1.39364,0.074833,0,-0.376237,-0.560792,0,-0.136433,0.409372,0,0.699332,-1.09263,0,0.727817,-0.0927553,0,0.493088,1.18614,0,3.60742,1,0.363347,-2.2012,0,0,-0.851799,0,0,2.10194,1,0.221873,2.46252,1,0.243787,-1.77923,-1,0,-1.46441,-1,0,0.892144,1,0,-0.891451,0,0,1.19864,1.30096,0.999361,1.19888,1.19816,0.99953,0.999835,1.30026,1.00028
2.7,-1.42792,0.198579,0,-0.419387,-0.621287,0,-0.134137,0.336512,0,0.791531,-1.09402,0,0.767963,-0.0940015,0,0.43044,1.16173,0,3.64825,1,0.361796,-2.46062,1,0,-1.59022,-1,0,1.89688,0,0.199594,2.65749,0,0.254513,-2.19334,0,0,-1.79831,1,0,1.13864,1,0,-0.777668,-1,0,1.29874,1.30111,0.999373,1.29892,1.29817,0.999562,0.999868,1.3003,1.0003
2.8,-1.45585,0.165571,0,-0.429949,-0.634084,0,-0.16511,0.329561,0,0.791116,-1.07997,0,0.745935,-0.0816914,0,0.510841,1.19723,0,-0.859277,1,0.001503,1.21394,1,0,1.22994,-1,0,0.0392279,0,0,-0.973091,0,0,0.774817,0,0,2.36686,1,0.236588,-1.21331,1,0,-0.25529,-1,0.00201476,1.30074,1.30112,0.999375,1.29993,1.29917,0.999565,1.09889,1.30035,0.999301
2.9,-1.484,0.130996,0,-0.440387,-0.645407,0,-0.197268,0.323948,0,0.790392,-1.06374,0,0.72279,-0.0667295,0,0.592687,1.22713,0,-0.859217,1,0,1.22752,1,0,1.21941,-1,0,0.0557126,0,0,-0.988891,0,0,0.635256,0,0,2.37749,1,0.237007,-1.25253,1,0,-0.311772,-1,0,1.30074,1.30112,0.999377,1.29993,1.29917,0.999568,1.19891,1.30039,0.999303
3,-1.5125,0.0955099,0,-0.450589,-0.65568,0,-0.230753,0.319222,0,0.789858,-1.04442,0,0.698399,-0.0493111,0,0.675741,1.25093,0,-0.862059,0,0,1.24363,1,0,1.21706,0,0,0.0767711,1,0,-1.01712,0,0,0.493908,1,0,2.41453,-1,0.239391,-1.32061,0,0,-0.374561,-1,0,1.30075,1.30112,0.99938,1.29993,1.29918,0.99957,1.29892,1.30043,0.999306
3.1,-1.51462,0.0985054,0,-0.424487,-0.611127,0,-0.242456,0.371543,0,0.789922,-1.07772,0,0.760662,-0.0788248,0,0.612755,1.21323,0,-0.00184087,0,0,0.0445419,1,0,-0.752311,0,0,-0.102448,1,0.00146141,-0.26757,0,0,1.568,1,0.153589,-1.6926,-1,0.179482,0.359593,0,0,0.593474,-1,0,1.30076,1.30113,0.999388,1.30096,1.2992,1.09858,1.20093,1.30049,0.999326
3.2,-1.51619,0.0975236,0,-0.396505,-0.564518,0,-0.256954,0.425088,0,0.787209,-1.10432,0,0.818924,-0.105476,0,0.554302,1.16787,0,-0.0954653,0,0,0.105751,1,0,-0.718612,0,0,-0.110624,1,0,-0.424268,0,0,1.66486,1,0.161354,-1.58264,-1,0.162857,0.0783036,0,0,0.490934,-1,0,1.30077,1.30115,0.999397,1.30098,1.29923,1.19859,1.10093,1.30055,0.999344
3.3,-1.51634,0.0936001,0,-0.366926,-0.515411,0,-0.273763,0.479645,0,0.782273,-1.1253,0,0.873887,-0.130145,0,0.498346,1.11506,0,-0.178643,1,0,0.144822,1,0,-0.746762,0,0,-0.137341,-1,0,-0.55118,0,0,1.80873,1,0.173287,-1.56615,-1,0.156693,-0.170805,-1,0,0.411461,0,0,1.30078,1.30116,0.999408,1.30101,1.29925,1.29859,1.00095,1.3006,0.999362
3.4,-1.51286,0.0581268,0,-0.343989,-0.512664,0,-0.28368,0.484929,0,0.718002,-1.07355,0,0.883916,-0.0880295,0,0.534068,1.06047,0,-0.937775,1,0,0.788313,1,0,-0.306166,0,0,-1.53921,-1,0.153073,-0.00241372,0,0,0.692872,1,0.00270485,0.31868,-1,0,-1.45454,-1,0.146509,-0.287502,0,0,1.30079,1.30117,0.999414,1.20201,1.29926,1.3006,0.999978,1.2016,0.999391
3.5,-1.50707,0.02538,0,-0.321453,-0.50977,0,-0.291368,0.489196,0,0.654834,-1.01877,0,0.893042,-0.0481594,0,0.565615,1.00261,0,-0.897611,1,0,0.730529,1,0,-0.367791,0,0,-1.56891,-1,0.155256,0.0344813,0,0,0.670585,1,0,0.213842,-1,0.00138888,-1.45978,-1,0.145398,-0.359953,0,0,1.3008,1.30117,0.999418,1.10201,1.29926,1.30061,0.999005,1.1016,0.999418
3.6,-1.49978,-0.0055189,0,-0.299356,-0.506584,0,-0.29782,0.492837,0,0.592575,-0.960983,0,0.901461,-0.0104671,0,0.594589,0.941914,0,-0.861261,1,0,0.677619,-1,0,-0.425161,0,0,-1.61097,-1,0.158897,0.0784215,1,0,0.67075,1,0,0.108371,-1,0,-1.48339,1,0.147008,-0.440752,1,0,1.3008,1.30118,0.999422,1.00201,1.29927,1.30061,0.999032,1.0016,0.999445
3.7,-1.43305,0.0513458,0,-0.27413,-0.539496,0,-0.303326,0.459505,0,0.582033,-1.05433,0,0.911376,-0.00537187,0,0.521208,1.02376,0,0.887883,1,0,-2.29269,-1,0.223644,0.132314,0,0,0.255881,-1,0.00267584,0.202297,1,0.00227214,-1.31053,1,0,-0.90378,-1,0,2.28194,1,0.225386,1.77653,1,0.178362,1.30084,1.20219,0.999427,0.999034,1.30027,1.30062,0.999121,1.09961,1.09845
3.8,-1.3579,0.108198,0,-0.246839,-0.568437,0,-0.304551,0.429327,0,0.56806,-1.14642,0,0.922935,-0.00067489,0,0.438175,1.09774,0,0.91314,1,0,-2.42389,-1,0.235667,-0.0963165,0,0,0.130364,-1,0,0.260155,1,0,-1.46076,1,0,-1.07974,-1,0,2.3646,1,0.232131,1.7648,1,0.176934,1.30088,1.10221,0.999431,0.999063,1.30028,1.30062,0.999209,1.19963,1.19845
3.9,-1.27401,0.164797,0,-0.21729,-0.593967,0,-0.301271,0.401933,0,0.548564,-1.23557,0,0.937123,0.00442056,0,0.346214,1.16309,0,0.975896,0,0,-2.58453,1,0.250233,-0.370945,-1,0,-0.0041176,-1,0,0.318532,1,0,-1.64995,1,0,-1.27176,1,0,2.47728,0,0.241882,1.76902,1,0.176551,1.30091,1.00222,0.999435,0.999095,1.30028,1.30063,0.999297,1.29965,1.29845
4,-1.35096,0.0791072,0,-0.227899,-0.577601,0,-0.30346,0.418974,0,0.531803,-1.22648,0,0.93153,0.0110094,0,0.450124,1.21935,0,-1.67762,0,0,3.09127,1,0.308335,0.841327,-1,0,-0.357144,-1,0,-1.05153,1,0,1.19404,1,0,2.60503,1,0.259442,-0.924982,0,0,0.0915851,1,0.00156239,1.30097,1.10025,0.999435,0.999096,1.30028,1.30063,1.09831,1.3007,1.30045
4.1,-1.42205,-0.0117958,0,-0.241325,-0.558217,0,-0.308537,0.438955,0,0.512917,-1.21344,0,0.922994,0.0206623,0,0.55721,1.26894,0,-1.72006,0,0,3.1314,1,0.310944,0.628615,-1,0,-0.420997,-1,0,-1.10123,1,0,1.12305,1,0,2.63095,1,0.261762,-0.971356,0,0,0.078459,1,0,1.30103,1.20028,0.999435,0.999096,1.30028,1.30063,1.19833,1.30076,1.30045
4.2,-1.48587,-0.107202,0,-0.257395,-0.535802,0,-0.316696,0.461873,0,0.491626,-1.19698,0,0.911479,0.0338243,0,0.666489,1.31137,0,-0.534199,0,0,0.922455,1,0.313053,0.500135,0,0,0.0187642,1,0,-0.350009,0,0,0.0756962,1,0,1.74057,1,0.263738,-0.52316,1,0,-0.111622,0,0,1.30109,1.30031,0.999436,0.999097,1.30028,1.30063,1.29834,1.30082,1.30045
4.3,-1.5059,-0.0813785,0,-0.283717,-0.527601,0,-0.328664,0.470824,0,0.560057,-1.23192,0,0.893229,0.0251561,0,0.667774,1.30629,0,0.882267,0,0,-0.512497,1,0,0.528665,0,0,1.72204,1,0.171946,0.125374,0,0,-0.327845,1,0,0.0238288,1,0.00175956,-0.113315,1,0,-0.441737,0,0,1.30109,1.30031,0.999437,1.0981,1.30029,1.30063,1.30035,1.30082,1.30048
4.4,-1.52629,-0.0545414,0,-0.31122,-0.519788,0,-0.340575,0.479219,0,0.629919,-1.26283,0,0.874213,0.0145312,0,0.668784,1.29903,0,0.897475,0,0,-0.515321,1,0,0.519746,0,0,1.73458,1,0.172766,0.0899295,0,0,-0.333098,1,0,0.0308614,1,0,-0.152039,1,0,-0.498363,0,0,1.3011,1.30031,0.999438,1.19811,1.30029,1.30063,1.30035,1.30083,1.30051
4.5,-1.54712,-0.0269731,0,-0.339988,-0.512448,0,-0.352656,0.486911,0,0.701104,-1.2895,0,0.854204,0.00199965,0,0.670255,1.28975,0,0.912168,0,0,-0.518457,0,0,0.512713,-1,0,1.75606,-1,0.174463,0.0482565,-1,0,-0.342075,-1,0,0.0401296,1,0,-0.194555,0,0,-0.562084,1,0,1.3011,1.30032,0.999439,1.29811,1.30029,1.30063,1.30035,1.30083,1.30054
4.6,-1.50444,-0.0556776,0,-0.288386,-0.518363,0,-0.319848,0.480582,0,0.640116,-1.27716,0,0.786873,0.0150751,0,0.680352,1.31156,0,-1.20473,0,0,0.381555,0,0,0.0416994,-1,0,-1.55938,-1,0.150764,-1.16977,-1,0.1093,-0.565419,-1,0.0600184,0.264389,1,0,0.160191,0,0,0.683488,1,0,1.3011,1.30032,0.999441,1.20012,1.20131,1.20164,1.30035,1.30085,1.30054
4.7,-1.4607,-0.0869852,0,-0.234512,-0.522099,0,-0.28852,0.475885,0,0.577024,-1.26339,0,0.717552,0.0295382,0,0.691859,1.33016,0,-1.32267,0,0,0.481576,0,0,0.0189596,-1,0,-1.70849,-1,0.162905,-1.37801,-1,0.12684,-0.485935,-1,0.0526457,0.29882,1,0,0.0690464,0,0,0.811183,1,0,1.3011,1.30032,0.999444,1.10014,1.10133,1.10164,1.30036,1.30088,1.30055
4.8,-1.4152,-0.122137,0,-0.177349,-0.522902,0,-0.259156,0.473192,0,0.510419,-1.24768,0,0.645628,0.0458152,0,0.705355,1.34535,0,-1.49765,0,0,0.626334,-1,0,-0.0133682,0,0,-1.95744,-1,0.182242,-1.69567,-1,0.152604,-0.385771,1,0.0437781,0.36778,-1,0,-0.0506892,0,0,1.02795,0,0,1.30111,1.30033,0.999448,1.00017,1.00136,1.00164,1.30036,1.3009,1.30055
4.9,-1.35786,-0.0498922,0,-0.140765,-0.509898,0,-0.280687,0.479724,0,0.501895,-1.27499,0,0.713836,0.00819794,0,0.592348,1.30354,0,1.04151,0,0,-2.31766,-1,0.241955,-1.09154,0,0,-0.210775,-1,0,0.409382,-1,0.001276,0.846144,1,0.0845718,-2.86464,-1,0.304981,1.02241,0,0,0.543043,0,0,1.30112,1.20133,0.999465,0.999184,0.999383,1.09964,1.20136,1.30103,1.30057
5,-1.30299,0.0156075,0,-0.104509,-0.490934,0,-0.30895,0.48742,0,0.493656,-1.29131,0,0.77816,-0.0222189,0,0.487992,1.24616,0,0.917982,0,0,-2.14131,-1,0.222443,-1.08396,0,0,-0.22376,-1,0,0.14596,-1,0,0.962603,1,0.0895866,-2.61516,-1,0.272681,0.568888,0,0,0.388422,0,0,1.30113,1.10133,0.999486,0.999201,0.999399,1.19964,1.10136,1.30114,1.30059
5.1,-1.25103,0.0756095,0,-0.0678829,-0.465806,0,-0.342914,0.495123,0,0.484946,-1.29816,0,0.839454,-0.046797,0,0.391117,1.17478,0,0.833243,0,0,-2.01004,-1,0.207159,-1.16864,0,0,-0.273803,1,0,-0.075603,1,0,1.18757,0,0.106678,-2.49373,-1,0.254392,0.169352,0,0,0.279386,-1,0,1.30114,1.00133,0.999513,0.999216,0.999414,1.29964,1.00136,1.30125,1.30061
5.2,-1.29415,0.161945,0,-0.181681,-0.513049,0,-0.344448,0.473189,0,0.619355,-1.2662,0,0.830677,-0.0842665,0,0.397455,1.14275,0,2.14346,0,0,-1.33852,-1,0.00472703,0.620115,0,0,2.63549,1,0.32315,2.36273,1,0.287645,-1.59172,0,0,-0.0429818,-1,0.00240518,-0.510576,0,0,-2.78139,-1,0.322059,1.30123,0.999399,0.999579,1.09849,1.09842,1.30064,0.999365,1.30125,1.20167
5.3,-1.31949,0.231884,0,-0.2842,-0.55651,0,-0.342247,0.441438,0,0.720104,-1.2127,0,0.832075,-0.117708,0,0.400618,1.10993,0,1.72934,0,0,-1.12979,-1,0,0.0934257,0,0,1.9267,1,0.224467,1.87045,1,0.207943,-1.27707,0,0,-0.131655,-1,0,-0.469038,0,0,-2.31498,-1,0.251843,1.3013,0.999454,0.999634,1.19867,1.19842,1.30064,0.999365,1.30125,1.1017
5.4,-1.33096,0.291403,0,-0.379075,-0.595986,0,-0.33769,0.402842,0,0.797847,-1.14764,0,0.840626,-0.147835,0,0.400343,1.07666,0,1.46618,1,0,-1.03402,1,0,-0.250979,0,0,1.49761,1,0.169413,1.6676,1,0.175192,-1.15881,-1,0,-0.212798,0,0,-0.425068,-1,0,-2.0771,1,0.218222,1.30136,0.999504,0.999684,1.29879,1.29843,1.30064,0.999365,1.30125,1.00172
5.5,-1.37808,0.249782,0,-0.382947,-0.58885,0,-0.289796,0.406499,0,0.779103,-1.17342,0,0.81088,-0.0731565,0,0.454062,1.07389,0,-0.978567,1,0,1.78533,1,0.176154,0.482233,0,0,-0.39208,1,0.000860238,-0.43575,1,0.00103601,-0.0231871,-1,0.00424407,1.05075,0,0,-0.966808,-1,0.0933997,0.825705,1,0.0822439,1.30138,1.09851,0.999698,1.3008,1.30045,1.20165,0.999366,1.20226,1.09972
5.6,-1.42411,0.205058,0,-0.384681,-0.578034,0,-0.242495,0.411513,0,0.758663,-1.19841,0,0.779196,0.00214038,0,0.509382,1.06985,0,-1.04244,1,0,1.83782,1,0.180955,0.458599,0,0,-0.439615,1,0,-0.551511,1,0,-0.00616836,-1,0.00141115,1.1204,0,0,-1.05072,-1,0.100677,0.822996,1,0.0824206,1.3014,1.19851,0.99971,1.30081,1.30047,1.10165,0.999366,1.10228,1.19972
