Time,sphere_pos_0_x,sphere_pos_0_y,sphere_pos_0_z,sphere_pos_1_x,sphere_pos_1_y,sphere_pos_1_z,sphere_pos_2_x,sphere_pos_2_y,sphere_pos_2_z,arm_force_0,input_action_0,arm_energy_consumption_0,arm_force_1,input_action_1,arm_energy_consumption_1,arm_force_2,input_action_2,arm_energy_consumption_2,arm_length_0,arm_length_1,arm_length_2,head_direction_x,head_direction_y,head_direction_z
0,0.5774,0,0,-0.2887,0.5,0,-0.2887,-0.5,0,0,1,0,0,1,0,0,-1,0,1,1,1,1,0,0
0.1,0.65491,-6.87762e-19,0,-0.32523,0.4995,0,-0.32523,-0.4995,0,0.920091,1,0.0953616,0.920091,1,0.0953616,-0.364873,-1,0.00163007,1.09908,1.09908,0.999,1,-1.05255e-18,0
0.2,0.730134,1.09635e-20,0,-0.361064,0.4995,0,-0.361064,-0.4995,0,0.872013,0.992308,0.0894558,0.872013,1,0.0894558,-0.31906,-1,0,1.19909,1.19909,0.999,1,1.50708e-20,0
0.3,0.803544,0.000233547,0,-0.396089,0.499365,0,-0.396615,-0.499634,0,0.826868,-0.589279,0.0837322,0.839266,1,0.0855939,-0.283307,-1,0,1.29834,1.2991,0.999,1,0.000306782,0
0.4,0.818953,0.0461319,0,-0.346883,0.469748,0,-0.460319,-0.522855,0,-1.11666,-1,0.0648107,1.48432,1,0.145563,-0.238634,-0.747672,0,1.241,1.3991,0.999063,0.998237,0.0593489,0
0.5,0.82063,0.104692,0,-0.274627,0.422517,0,-0.532545,-0.542793,0,-1.74647,-1,0.166826,1.82441,1,0.172534,-0.572621,-0.198084,0,1.14144,1.49911,0.999171,0.991057,0.133437,0
0.6,0.822773,0.167278,0,-0.199598,0.360608,0,-0.606515,-0.552089,0,-2.11207,-1,0.19021,2.22795,1,0.199971,-1.10496,1,0,1.04149,1.59911,0.999296,0.977747,0.209789,0
0.7,0.834827,0.199415,0,-0.149731,0.371552,0,-0.666193,-0.598911,0,-0.219569,-1,0.0696754,0.833533,1,0.114276,0.708884,1,0.0525592,0.999493,1.69911,1.09833,0.969701,0.244296,0
0.8,0.824046,0.178662,0,-0.141383,0.437527,0,-0.665236,-0.641359,0,0.378375,-1,0,-0.668634,1,0,1.38738,1,0.144474,0.999532,1.70012,1.19834,0.974852,0.222854,0
0.9,0.810526,0.160325,0,-0.129452,0.500292,0,-0.665502,-0.683324,0,0.2492,-1,0,-0.583708,1,0,1.31175,1,0.134598,0.999568,1.70012,1.29834,0.978952,0.204089,0
1,0.794386,0.144158,0,-0.114354,0.560566,0,-0.666665,-0.725174,0,0.146286,-1,0,-0.530921,0.204669,0,1.2672,1,0.128718,0.999602,1.70012,1.39835,0.982221,0.187726,0
1.1,0.77566,0.130038,0,-0.0963529,0.618777,0,-0.668472,-0.767126,0,0.0582797,-1,0,-0.500493,-0.999307,0,1.24384,1,0.125389,0.999635,1.70012,1.49835,0.984806,0.17366,0
1.2,0.70828,0.0826045,0,-0.0758726,0.702786,0,-0.627549,-0.798416,0,0.00438773,-1,0,-1.70437,-1,0.173435,1.70428,1,0.171383,0.999759,1.6012,1.59836,0.992516,0.122117,0
