Time,sphere_pos_0_x,sphere_pos_0_y,sphere_pos_0_z,sphere_pos_1_x,sphere_pos_1_y,sphere_pos_1_z,sphere_pos_2_x,sphere_pos_2_y,sphere_pos_2_z,arm_force_0,input_action_0,arm_energy_consumption_0,arm_force_1,input_action_1,arm_energy_consumption_1,arm_force_2,input_action_2,arm_energy_consumption_2,arm_length_0,arm_length_1,arm_length_2
0,0.577,0,0,-0.289,0.5,0,-0.289,-0.5,0,0,1,0,0,-1,0,0,-1,0,1,1,1
0.1,0.616204,0.0324257,0,-0.277923,0.48023,0,-0.336697,-0.517057,0,1.21492,1,0.120956,-0.256027,-1,0,-0.255118,-1,0.00141594,1.09898,0.999996,0.999017
0.2,0.654168,0.066299,0,-0.264788,0.458153,0,-0.385088,-0.533614,0,1.24115,1,0.122971,-0.306815,-1,0.001462,-0.306832,-1,0,1.19898,0.999014,0.999036
0.3,0.691751,0.101206,0,-0.250461,0.433332,0,-0.434111,-0.5487,0,1.28326,1,0.126088,-0.371322,-1,0,-0.371335,-1,0,1.29898,0.999035,0.999057
0.4,0.692122,0.101563,0,-0.250309,0.433068,0,-0.434606,-0.548844,0,0,1,0.00128378,0,-1,0,0,-1,0,1.30098,0.999035,0.999057
0.5,0.692122,0.101563,0,-0.250309,0.433068,0,-0.434606,-0.548844,0,0,1,0,0,-1,0,0,-1,0,1.30098,0.999035,0.999057
0.6,0.692122,0.101563,0,-0.250309,0.433068,0,-0.434606,-0.548844,0,0,1,0,0,-1,0,0,-1,0,1.30098,0.999035,0.999057
0.7,0.692122,0.101563,0,-0.250309,0.433068,0,-0.434606,-0.548844,0,0,1,0,0,-1,0,0,-1,0,1.30098,0.999035,0.999057
0.8,0.692122,0.101563,0,-0.250309,0.433068,0,-0.434606,-0.548844,0,0,1,0,0,-1,0,0,-1,0,1.30098,0.999035,0.999057
0.9,0.692122,0.101563,0,-0.250309,0.433068,0,-0.434606,-0.548844,0,0,1,0,0,-1,0,0,1,0,1.30098,0.999035,0.999057
1,0.675276,0.0926794,0,-0.241934,0.488718,0,-0.429605,-0.594199,0,-0.362105,1,0,-0.0164568,-1,0,1.2058,1,0.121198,1.30099,0.999059,1.09806
1.1,0.655979,0.0847182,0,-0.231496,0.543582,0,-0.424583,-0.639829,0,-0.363732,1,0,-0.0784339,-1,0,1.20357,1,0.120371,1.30099,0.999083,1.19806
1.2,0.634085,0.0776897,0,-0.219002,0.597747,0,-0.419355,-0.685769,0,-0.376962,1,0,-0.14003,-1,0,1.21269,1,0.120724,1.301,0.999108,1.29806
1.3,0.633852,0.0776242,0,-0.218866,0.598286,0,-0.419301,-0.68623,0,0,1,0,0,-1,0,0,1,0.00121284,1.301,0.999108,1.30006
1.4,0.633852,0.0776242,0,-0.218866,0.598286,0,-0.419301,-0.68623,0,0,1,0,0,-1,0,0,1,0,1.301,0.999108,1.30006
1.5,0.633852,0.0776242,0,-0.218866,0.598286,0,-0.419301,-0.68623,0,0,1,0,0,-1,0,0,1,0,1.301,0.999108,1.30006
1.6,0.633852,0.0776242,0,-0.218866,0.598286,0,-0.419301,-0.68623,0,0,1,0,0,-1,0,0,1,0,1.301,0.999108,1.30006
1.7,0.633852,0.0776242,0,-0.218866,0.598286,0,-0.419301,-0.68623,0,0,1,0,0,-1,0,0,1,0,1.301,0.999108,1.30006
1.8,0.633852,0.0776242,0,-0.218866,0.598286,0,-0.419301,-0.68623,0,0,-1,0,0,-1,0,0,1,0,1.301,0.999108,1.30006
1.9,0.591394,0.0417758,0,-0.222681,0.621042,0,-0.375998,-0.669954,0,-1.20368,-1,0.120753,0.0816231,-1,0,0.363683,1,0,1.202,0.999133,1.30007
2,0.547382,0.00744089,0,-0.224482,0.641903,0,-0.333068,-0.65363,0,-1.20532,-1,0.120354,0.019823,-1,0,0.361404,1,0,1.102,0.999157,1.30008
2.1,0.501738,-0.0254155,0,-0.224346,0.660999,0,-0.290397,-0.637405,0,-1.21941,-1,0.121131,-0.0457513,-1,0,0.371522,1,0,1.002,0.999181,1.30008
2.2,0.500808,-0.0260577,0,-0.224324,0.661364,0,-0.289545,-0.637082,0,0,-1,0.00243945,0,-1,0,0,1,0,0.999004,0.999182,1.30008
2.3,0.500808,-0.0260577,0,-0.224324,0.661364,0,-0.289545,-0.637082,0,0,-1,0,0,-1,0,0,1,0,0.999004,0.999182,1.30008
2.4,0.500808,-0.0260577,0,-0.224324,0.661364,0,-0.289545,-0.637082,0,0,-1,0,0,-1,0,0,1,0,0.999004,0.999182,1.30008
2.5,0.500808,-0.0260577,0,-0.224324,0.661364,0,-0.289545,-0.637082,0,0,-1,0,0,-1,0,0,1,0,0.999004,0.999182,1.30008
2.6,0.500808,-0.0260577,0,-0.224324,0.661364,0,-0.289545,-0.637082,0,0,-1,0,0,-1,0,0,1,0,0.999004,0.999182,1.30008
2.7,0.500808,-0.0260577,0,-0.224324,0.661364,0,-0.289545,-0.637082,0,0,-1,0,0,-1,0,0,-1,0,0.999004,0.999182,1.30008
2.8,0.529467,-0.0275035,0,-0.238279,0.612005,0,-0.298481,-0.586567,0,0.307896,-1,0,0.308031,-1,0,-1.2418,-1,0.12613,0.999024,0.999202,1.20108
2.9,0.554745,-0.0287798,0,-0.250705,0.56257,0,-0.305886,-0.536128,0,0.256645,-1,0,0.25681,-1,0,-1.21546,-1,0.122732,0.999043,0.999221,1.10108
3,0.577026,-0.0299061,0,-0.261816,0.513069,0,-0.311975,-0.485756,0,0.214838,-1,0,0.21504,-1,0,-1.20202,-1,0.120768,0.99906,0.999238,1.00108
3.1,0.577235,-0.0299166,0,-0.261921,0.512573,0,-0.31203,-0.485252,0,0,-1,0,0,-1,0,0,-1,0.00120195,0.99906,0.999239,0.999083
3.2,0.577235,-0.0299166,0,-0.261921,0.512573,0,-0.31203,-0.485252,0,0,-1,0,0,-1,0,0,-1,0,0.99906,0.999239,0.999083
3.3,0.577235,-0.0299166,0,-0.261921,0.512573,0,-0.31203,-0.485252,0,0,-1,0,0,-1,0,0,-1,0,0.99906,0.999239,0.999083
3.4,0.577235,-0.0299166,0,-0.261921,0.512573,0,-0.31203,-0.485252,0,0,-1,0,0,-1,0,0,-1,0,0.99906,0.999239,0.999083
3.5,0.577235,-0.0299166,0,-0.261921,0.512573,0,-0.31203,-0.485252,0,0,-1,0,0,-1,0,0,-1,0,0.99906,0.999239,0.999083
3.6,0.577235,-0.0299166,0,-0.261921,0.512573,0,-0.31203,-0.485252,0,0,1,0,0,-1,0,0,-1,0,0.99906,0.999239,0.999083
3.7,0.617822,0.000515285,0,-0.251774,0.49277,0,-0.36045,-0.500402,0,1.21486,1,0.12074,-0.255392,-1,0,-0.255247,-1,0,1.09806,0.999256,0.9991
3.8,0.657812,0.0321146,0,-0.240264,0.470304,0,-0.409468,-0.514383,0,1.24075,1,0.122677,-0.306243,-1,0,-0.306124,-1,0,1.19806,0.999274,0.999119
3.9,0.697107,0.065072,0,-0.227216,0.444834,0,-0.459182,-0.527005,0,1.28265,1,0.126038,-0.370541,-1,0,-0.370443,-1,0,1.29806,0.999295,0.999139
