Time,sphere_pos_0_x,sphere_pos_0_y,sphere_pos_0_z,sphere_pos_1_x,sphere_pos_1_y,sphere_pos_1_z,sphere_pos_2_x,sphere_pos_2_y,sphere_pos_2_z,arm_force_0,input_action_0,arm_energy_consumption_0,arm_force_1,input_action_1,arm_energy_consumption_1,arm_force_2,input_action_2,arm_energy_consumption_2,arm_length_0,arm_length_1,arm_length_2
0,0.577,0,0,-0.289,0.5,0,-0.289,-0.5,0,0,-0.791969,0,0,1,0,0,-1,0,1,1,1
0.1,0.616204,-0.0324257,0,-0.336697,0.517057,0,-0.277923,-0.48023,0,-0.256027,-0.791969,0,1.21492,1,0.120956,-0.255118,-1,0.00141594,0.999996,1.09898,0.999017
0.2,0.654247,-0.0662339,0,-0.385063,0.533585,0,-0.264889,-0.458197,0,-0.306822,-0.791969,0.000961095,1.24109,1,0.122912,-0.306681,-1,0,0.999222,1.19898,0.999036
0.3,0.691829,-0.101136,0,-0.43409,0.548672,0,-0.25056,-0.433383,0,-0.371286,-0.791969,0,1.28318,1,0.126081,-0.37117,-1,0,0.999243,1.29898,0.999057
0.4,0.728502,-0.137614,0,-0.484027,0.56218,0,-0.234276,-0.40518,0,-0.456115,-0.791969,0,1.34757,1,0.131346,-0.456019,-1,0,0.999266,1.39898,0.99908
0.5,0.764057,-0.176031,0,-0.535082,0.573751,0,-0.215648,-0.372915,0,-0.573645,-0.791969,0,1.44614,1,0.139376,-0.573566,-1,0,0.999292,1.49898,0.999106
0.6,0.798179,-0.216929,0,-0.587571,0.582838,0,-0.194079,-0.335552,0,-0.748529,-0.791969,0,1.60322,1,0.151899,-0.748464,-1,0,0.999324,1.59898,0.999138
0.7,0.830351,-0.261208,0,-0.642011,0.588543,0,-0.168558,-0.291342,0,-1.03826,-0.791969,0,1.87606,1,0.172721,-1.03821,-1,0,0.999363,1.69898,0.999177
0.8,0.85958,-0.310586,0,-0.699395,0.589148,0,-0.137116,-0.236871,0,-1.61528,-0.791969,0,2.43691,1,0.212062,-1.61524,-1,0,0.999417,1.79898,0.999231
0.9,0.883358,-0.369408,0,-0.762229,0.580307,0,-0.0946777,-0.163346,0,-3.34054,-1,0,4.14658,1,0.310456,-3.34051,1,0,0.999507,1.89898,0.999321
1,0.887918,-0.328816,0,-0.752574,0.631655,0,-0.109308,-0.259891,0,1.52329,-1,0,-1.72446,1,0.000805922,2.37435,1,0.298463,0.999605,1.90098,1.09838
