Time,sphere_pos_0_x,sphere_pos_0_y,sphere_pos_0_z,sphere_pos_1_x,sphere_pos_1_y,sphere_pos_1_z,sphere_pos_2_x,sphere_pos_2_y,sphere_pos_2_z,sphere_pos_3_x,sphere_pos_3_y,sphere_pos_3_z,sphere_pos_4_x,sphere_pos_4_y,sphere_pos_4_z,sphere_pos_5_x,sphere_pos_5_y,sphere_pos_5_z,arm_force_0,input_action_0,arm_energy_consumption_0,arm_force_1,input_action_1,arm_energy_consumption_1,arm_force_2,input_action_2,arm_energy_consumption_2,arm_force_3,input_action_3,arm_energy_consumption_3,arm_force_4,input_action_4,arm_energy_consumption_4,arm_force_5,input_action_5,arm_energy_consumption_5,arm_force_6,input_action_6,arm_energy_consumption_6,arm_force_7,input_action_7,arm_energy_consumption_7,arm_force_8,input_action_8,arm_energy_consumption_8,arm_length_0,arm_length_1,arm_length_2,arm_length_3,arm_length_4,arm_length_5,arm_length_6,arm_length_7,arm_length_8
117.2,-1.93247,-0.103178,0,-0.951844,-0.295201,0,-0.0450088,0.124437,0,0.787048,-1.06225,0,0.934837,-0.0737889,0,0.768542,1.61855,0,0.442423,-1,0,-0.529829,1,0,-0.98456,-1,0,0.121253,0,0,1.12583,0,0,-0.956995,0,0,-1.18532,-1,0.118939,-0.59206,-1,0.0575358,-0.446637,-1,0,0.999255,1.90114,0.999223,1.90055,1.89963,0.999696,1.70225,1.70149,0.999445
117.3,-1.92819,-0.0954271,0,-0.946553,-0.282259,0,-0.0419505,0.142171,0,0.796373,-1.04009,0,0.93893,-0.0508687,0,0.743344,1.53763,0,0.422523,-1,0,-0.50887,1,0,-0.959302,-1,0,0.122091,0,0,1.08164,0,0,-0.898475,0,0,-1.17899,-1,0.118191,-0.628237,-1,0.0610064,-0.452529,-1,0,0.999255,1.90114,0.999223,1.90055,1.89963,0.999696,1.60225,1.60149,0.999445
117.4,-1.92404,-0.087999,0,-0.941401,-0.269448,0,-0.0391381,0.159934,0,0.805654,-1.01772,0,0.942786,-0.0277254,0,0.718585,1.45593,0,0.402358,-1,0,-0.487477,1,0,-0.934287,-1,0,0.122828,0,0,1.03747,0,0,-0.836699,0,0,-1.17573,-1,0.117705,-0.668002,-1,0.0647982,-0.459024,-1,0,0.999255,1.90114,0.999223,1.90055,1.89963,0.999696,1.50225,1.5015,0.999445
117.5,-1.92005,-0.0808955,0,-0.936393,-0.256759,0,-0.0365841,0.177743,0,0.814885,-0.995091,0,0.946391,-0.00433531,0,0.694283,1.37329,0,0.382067,-1,0,-0.465783,1,0,-0.909864,-1,0,0.123464,0,0,0.993765,0,0,-0.771065,0,0,-1.17677,-1,0.117583,-0.712407,-1,0.0689984,-0.466325,-1,0,0.999255,1.90114,0.999223,1.90055,1.89963,0.999696,1.40225,1.40151,0.999446
117.6,-1.91621,-0.074115,0,-0.931534,-0.244179,0,-0.0343017,0.195618,0,0.824064,-0.972179,0,0.949729,0.0193352,0,0.670446,1.28951,0,0.361845,-1,0,-0.443978,1,0,-0.88654,-1,0,0.124007,0,0,0.95115,0,0,-0.700636,0,0,-1.18395,-1,0.117978,-0.763062,-1,0.0737379,-0.47476,-1,0,0.999255,1.90114,0.999223,1.90055,1.89963,0.999696,1.30226,1.30152,0.999446
117.7,-1.91253,-0.0676515,0,-0.926829,-0.231686,0,-0.0323046,0.213594,0,0.833192,-0.948928,0,0.952787,0.0433366,0,0.647076,1.20429,0,0.34197,-1,0,-0.422347,1,0,-0.865086,-1,0,0.124494,0,0,0.910521,0,0,-0.623882,0,0,-1.2001,-1,0.11912,-0.822535,-1,0.0792216,-0.484861,-1,0,0.999255,1.90114,0.999224,1.90056,1.89963,0.999696,1.20226,1.20153,0.999446
117.8,-1.909,-0.061493,0,-0.922278,-0.219244,0,-0.0306078,0.231725,0,0.842277,-0.925259,0,0.955549,0.0677473,0,0.624155,1.11721,0,0.32286,-1,0,-0.401339,1,0,-0.846745,-1,0,0.125002,0,0,0.873259,0,0,-0.538151,0,0,-1.2299,-1,0.121375,-0.895157,-1,0.0857861,-0.497541,-1,0,0.999256,1.90114,0.999224,1.90056,1.89963,0.999697,1.10227,1.10154,0.999446
117.9,-1.90563,-0.0556171,0,-0.917875,-0.206794,0,-0.0292285,0.250104,0,0.851343,-0.901042,0,0.957998,0.0926974,0,0.601639,1.02764,0,0.305192,-1,0,-0.381709,-1,0,-0.833683,1,0,0.125707,-1,0,0.841666,0,0,-0.438468,1,0,-1.28158,-1,0.125367,-0.988777,-1,0.0940206,-0.514471,-1,0,0.999256,1.90114,0.999224,1.90056,1.89963,0.999697,1.00228,1.00156,0.999446
118,-1.85317,-0.0399108,0,-0.904622,-0.354649,0,-0.107131,0.402489,0,0.808348,-0.909502,0,0.94452,0.0806291,0,0.662866,1.03972,0,0.086354,-1,0,-1.3061,-1,0.153597,3.77023,1,0.610556,-0.896727,-1,0.0755189,-2.17586,0,0,2.41035,1,0.421978,0.705785,-1,0.00172188,-0.527035,-1,0.00255137,0.431622,-1,0,0.9994,1.80221,1.09866,1.80159,1.89968,1.0988,0.999478,0.999593,0.999451
118.1,-1.7838,-0.0276945,0,-0.880395,-0.455249,0,-0.170411,0.511987,0,0.757876,-0.911465,0,0.94517,0.0702945,0,0.681702,1.03454,0,-0.197252,-1,0,-1.29054,-1,0.128586,2.43488,1,0.297014,-1.00255,-1,0.0956592,-1.1329,0,0,1.45089,1,0.18272,0.108409,-1,0,-0.304361,-1,0,0.305154,-1,0,0.999475,1.70226,1.19884,1.70161,1.89971,1.19884,0.999579,0.999595,0.999465
118.2,-1.70496,-0.0154596,0,-0.852074,-0.536664,0,-0.228247,0.603826,0,0.704519,-0.909488,0,0.951876,0.0589034,0,0.680249,1.02089,0,-0.370859,-1,0,-1.36063,-1,0.132169,1.9466,1,0.215271,-1.07378,-1,0.103893,-0.740296,0,0,1.14171,1,0.126855,-0.227958,-1,0,-0.277234,-1,0,0.185057,-1,0,0.999531,1.60231,1.29895,1.60162,1.89972,1.29886,0.999651,0.999596,0.999484
118.3,-1.618,-0.00237567,0,-0.822001,-0.606987,0,-0.283386,0.685288,0,0.649086,-0.903276,0,0.96198,0.0459929,0,0.665313,1.00055,0,-0.536961,-1,0,-1.47893,-1,0.141619,1.75121,1,0.183143,-1.15508,-1,0.111288,-0.534115,0,0,1.0432,1,0.108042,-0.48493,-1,0,-0.347655,-1,0,0.0488101,-1,0,0.999582,1.50236,1.39903,1.50163,1.89973,1.39887,0.999711,0.999599,0.999507
118.4,-1.52235,0.0120387,0,-0.791398,-0.669856,0,-0.33709,0.759779,0,0.591531,-0.891888,0,0.974123,0.031526,0,0.639569,0.973486,0,-0.740891,-1,0,-1.65947,-1,0.15636,1.72007,1,0.172354,-1.27341,-1,0.121051,-0.386036,0,0,1.05888,1,0.104281,-0.73901,-1,0,-0.498038,-1,0,-0.122239,-1,0,0.999634,1.40241,1.49908,1.40164,1.89974,1.49888,0.999767,0.999607,0.999535
118.5,-1.41585,0.0282217,0,-0.761126,-0.727232,0,-0.390116,0.829288,0,0.531238,-0.873852,0,0.987378,0.0155698,0,0.60371,0.938631,0,-1.03964,-1,0,-1.9494,-1,0.179342,1.84164,1,0.1767,-1.46657,-1,0.136239,-0.231403,0,0,1.18132,1,0.11106,-1.05516,-1,0,-0.750492,-1,0,-0.360331,-1,0,0.99969,1.30248,1.59913,1.30165,1.89974,1.59888,0.999823,0.999621,0.999567
118.6,-1.29391,0.0466678,0,-0.732046,-0.780271,0,-0.443126,0.895159,0,0.466786,-0.846751,0,1.00087,-0.00178072,0,0.556758,0.893794,0,-1.56357,-1,0,-2.47607,-1,0.218574,2.20846,1,0.199786,-1.8173,-1,0.162455,0.00362471,0,0,1.46994,1,0.130805,-1.54224,-1,0,-1.18706,-1,0,-0.740885,-1,0,0.999758,1.20257,1.69916,1.20167,1.89975,1.69889,0.999884,0.999643,0.999608
118.7,-1.14596,0.0679646,0,-0.705525,-0.829664,0,-0.497235,0.958431,0,0.394927,-0.8059,0,1.01323,-0.020393,0,0.495014,0.834481,0,-2.77499,-1,0,-3.70291,-1,0.299291,3.24818,1,0.263506,-2.58068,-1,0.214615,0.508287,0,0,2.15396,1,0.176199,-2.50796,-1,0,-2.08168,-1,0,-1.49897,-1,0,0.999857,1.10271,1.79918,1.10171,1.89975,1.79889,0.999959,0.999679,0.999661
118.8,-0.934542,0.0922735,0,-0.686183,-0.875439,0,-0.556739,1.02035,0,0.305234,-0.738868,0,1.01989,-0.0397562,0,0.404552,0.748191,0,-8.70373,-1,0.00961167,-9.67362,1,0.571891,8.93853,1,0.512917,-5.19497,1,0.357431,2.2901,0,0,4.55902,-1,0.308922,-5.68401,0,0.00661126,-4.99147,0,0,-3.9266,1,0,0.999071,1.00303,1.89921,1.00178,1.89975,1.89889,0.999075,0.99975,0.999745
118.9,-1.06326,0.0725147,0,-0.71265,-0.86308,0,-0.511241,1.02644,0,0.386868,-0.919635,0,0.974417,0.0103479,0,0.476761,0.877552,0,2.3358,-1,0,3.08481,1,0.408914,-1.35075,1,0,3.26004,1,0.511474,-1.9219,0,0,-2.86243,-1,0.392905,2.86217,0,0,3.02185,0,0,3.3614,1,0.526048,0.999133,1.10113,1.90022,1.09997,1.89976,1.80089,0.999157,0.999852,1.09904
119,-1.16376,0.0499256,0,-0.737174,-0.853601,0,-0.462993,1.02675,0,0.448645,-1.04421,0,0.931457,0.0545603,0,0.534731,0.972406,0,1.48144,-1,0,2.25287,1,0.260591,-0.774636,1,0,2.12932,1,0.25905,-0.922587,0,0,-1.96371,-1,0.234608,1.85071,0,0,1.93659,0,0,2.15813,1,0.265425,0.999167,1.20119,1.90023,1.20004,1.89976,1.70089,0.999202,0.999916,1.19917
119.1,-1.25132,0.0276875,0,-0.761576,-0.84325,0,-0.413878,1.02492,0,0.504013,-1.14504,0,0.889301,0.0968075,0,0.585056,1.04937,0,1.07644,-1,0,1.8517,1,0.203008,-0.527749,1,0,1.66304,1,0.18662,-0.534732,0,0,-1.52693,-1,0.172118,1.35932,0,0,1.39548,0,0,1.62684,1,0.18618,0.999192,1.30122,1.90025,1.30007,1.89976,1.6009,0.999233,0.999965,1.29925
119.2,-1.33143,0.0061675,0,-0.786254,-0.831217,0,-0.364403,1.02163,0,0.556414,-1.23161,0,0.84763,0.138079,0,0.630554,1.11424,0,0.840892,-1,0,1.61831,1,0.172456,-0.401272,1,0,1.41581,1,0.152681,-0.338831,0,0,-1.27448,-1,0.13891,1.07311,0,0,1.06431,0,0,1.31783,1,0.145923,0.999213,1.40125,1.90026,1.4001,1.89977,1.5009,0.999257,1.00001,1.3993
119.3,-1.40672,-0.0147174,0,-0.811336,-0.817203,0,-0.314822,1.01706,0,0.607196,-1.30822,0,0.806383,0.178844,0,0.672695,1.16991,0,0.685614,-1,0,1.46823,1,0.153745,-0.329914,1,0,1.26712,1,0.1335,-0.226361,0,0,-1.1158,-1,0.118857,0.890142,0,0,0.835213,0,0,1.10904,1,0.120656,0.999232,1.50127,1.90028,1.50011,1.89977,1.4009,0.999275,1.00004,1.49934
119.4,-1.47869,-0.0351804,0,-0.836857,-0.80105,0,-0.265304,1.01126,0,0.656977,-1.37728,0,0.765577,0.219409,0,0.712352,1.21807,0,0.573176,-1,0,1.36633,1,0.141363,-0.287117,1,0,1.17083,1,0.121525,-0.158019,0,0,-1.01243,-1,0.105997,0.767645,0,0,0.66241,0,0,0.953795,1,0.10273,0.99925,1.60129,1.9003,1.60012,1.89977,1.3009,0.99929,1.00007,1.59938
119.5,-1.54823,-0.0554922,0,-0.862816,-0.782642,0,-0.215977,1.00419,0,0.706048,-1.44029,0,0.72527,0.260009,0,0.750082,1.25981,0,0.484804,-1,0,1.29581,1,0.132855,-0.260149,1,0,1.10529,1,0.113576,-0.116901,0,0,-0.945203,-1,0.0975994,0.684912,0,0,0.522781,0,0,0.830525,1,0.0889448,0.999267,1.7013,1.90031,1.70013,1.89977,1.2009,0.999303,1.0001,1.6994
119.6,-1.61591,-0.075965,0,-0.889193,-0.76186,0,-0.166946,0.995869,0,0.754523,-1.49825,0,0.685541,0.300853,0,0.786263,1.2959,0,0.40958,-1,0,1.24807,1,0.127003,-0.242139,1,0,1.05878,1,0.108056,-0.0952132,0,0,-0.903595,-1,0.0922361,0.631159,0,0,0.402954,0,0,0.728046,1,0.0777352,0.999284,1.80131,1.90033,1.80013,1.89977,1.1009,0.999314,1.00013,1.79943
119.7,-1.68072,-0.0962824,0,-0.91567,-0.739166,0,-0.118703,0.98599,0,0.801877,-1.55191,0,0.64634,0.342163,0,0.820628,1.32702,0,-0.149711,1,0,-0.175698,1,0.12075,0.100118,-1,0,-0.357428,1,0.103149,0.116287,0,0,-0.929607,-1,0.0893118,-0.0540278,1,0,0.787117,-1,0,1.12499,0,0.0687578,0.999301,1.90032,1.90035,1.90014,1.89978,1.0009,0.999323,1.00016,1.89944
119.8,-1.77465,-0.0731384,0,-0.889797,-0.72548,0,-0.152647,0.917037,0,0.826698,-1.54044,0,0.673611,0.353827,0,0.864285,1.33463,0,1.48346,1,0.15117,0.705148,1,0,-1.37885,-1,0.144801,0.567633,1,0,0.739944,0,0,-0.248755,-1,0,1.0367,1,0.10538,-0.174043,-1,0.00202877,-0.478235,0,0,1.09832,1.90035,1.80135,1.90014,1.89978,0.999953,1.09833,0.999163,1.90044
119.9,-1.86253,-0.0471845,0,-0.866172,-0.714768,0,-0.183211,0.842393,0,0.851647,-1.52693,0,0.695477,0.367083,0,0.906313,1.34375,0,1.47299,1,0.147576,0.507762,1,0,-1.27435,-1,0.132067,0.582695,1,0,0.758583,0,0,-0.387762,-1,0.0018724,1.0104,1,0.102699,-0.201701,-1,0,-0.529165,0,0,1.19833,1.90039,1.70135,1.90014,1.89978,0.999005,1.19834,0.999166,1.90044
120,-1.94471,-0.0168672,0,-0.844162,-0.707571,0,-0.211388,0.762366,0,0.877508,-1.51154,0,0.712313,0.38171,0,0.945865,1.3532,0,1.51711,1,0.149055,0.289498,1,0,-1.22414,-1,0.124412,0.613332,1,0,0.820904,0,0,-0.563624,-1,0,0.972478,1,0.0992554,-0.223889,-1,0,-0.587456,0,0,1.29834,1.90043,1.60135,1.90014,1.89978,0.99906,1.29835,0.999168,1.90044
120.1,-2.02061,0.019863,0,-0.823792,-0.705251,0,-0.236813,0.675511,0,0.904956,-1.49389,0,0.722943,0.397821,0,0.982153,1.36278,0,1.62445,1,0.156536,0.0223297,1,0,-1.24473,-1,0.122731,0.66021,1,0,0.951473,0,0,-0.804646,-1,0,0.913392,1,0.0944931,-0.236214,-1,0,-0.65627,0,0,1.39834,1.90047,1.50135,1.90014,1.89978,0.99912,1.39836,0.999172,1.90044
120.2,-2.08879,0.0652657,0,-0.805022,-0.709315,0,-0.259389,0.58036,0,0.934626,-1.47361,0,0.726081,0.415357,0,1.01385,1.3722,0,1.81808,1,0.171355,-0.33357,1,0,-1.38294,-1,0.13015,0.724564,1,0,1.20192,0,0,-1.16215,-1,0,0.817061,1,0.0868809,-0.229197,-1,0,-0.740369,0,0,1.49834,1.90053,1.40135,1.90014,1.89978,0.999187,1.49838,0.999176,1.90045
120.3,-2.14648,0.122177,0,-0.787953,-0.72181,0,-0.278859,0.47474,0,0.967119,-1.45,0,0.719587,0.434261,0,1.03899,1.38102,0,2.14633,1,0.196954,-0.846169,1,0,-1.7516,-1,0.154205,0.808481,1,0,1.68492,0,0,-1.74085,-1,0,0.652808,1,0.0741719,-0.183066,-1,0,-0.848164,0,0,1.59834,1.9006,1.30135,1.90014,1.89978,0.999265,1.59839,0.999182,1.90045
120.4,-2.18854,0.194427,0,-0.772919,-0.74569,0,-0.294651,0.355264,0,1.00293,-1.42166,0,0.699777,0.454465,0,1.05455,1.38855,0,2.71324,1,0.240572,-1.65013,1,0,-2.64157,-1,0.213586,0.915257,1,0,2.67911,0,0,-2.79008,-1,0,0.354127,1,0.0517759,-0.0515529,-1,0,-0.997205,0,0,1.69835,1.9007,1.20135,1.90015,1.89979,0.999363,1.69842,0.999189,1.90046
120.5,-2.20493,0.287723,0,-0.76076,-0.78565,0,-0.305434,0.216074,0,1.04219,-1.38566,0,0.659693,0.47593,0,1.05538,1.39344,0,3.77746,1,0.318976,-3.06653,1,0,-4.96376,-1,0.361712,1.05185,1,0,5.04296,0,0,-5.06331,-1,0,-0.255325,1,0.0168436,0.296707,-1,0,-1.23389,0,0,1.79838,1.90084,1.10135,1.90017,1.89981,0.999497,1.79845,0.999199,1.90048
120.6,-2.17242,0.412443,0,-0.753899,-0.85077,0,-0.307311,0.0443709,0,1.08376,-1.33428,0,0.583014,0.499077,0,1.03121,1.39214,0,6.23642,1,0.481681,-6.18503,1,0,-13.151,1,0.810785,1.24938,1,0,12.9752,1,0,-12.244,-1,0,-1.88303,-1,0.091869,1.42234,0,0,-1.74608,-1,0,1.89845,1.90108,1.00136,1.90021,1.89985,0.999716,1.8985,0.999215,1.90052
120.7,-2.20642,0.37987,0,-0.757892,-0.850383,0,-0.318224,0.158335,0,1.0858,-1.31038,0,0.642711,0.43477,0,1.02198,1.35924,0,-0.883901,1,0.00674252,1.0376,1,0,3.05339,1,0.498363,0.274338,1,0,-2.71422,1,0.0177408,2.5172,-1,0,-0.102841,-1,0.0368943,-0.673047,0,0,-0.74149,-1,0.0551858,1.90046,1.90114,1.09937,1.90021,1.90087,0.999905,1.80054,0.999247,1.80152
120.8,-2.21456,0.365512,0,-0.766254,-0.865,0,-0.317012,0.248144,0,1.08962,-1.27313,0,0.673824,0.375774,0,1.00235,1.31949,0,-0.304652,1,0,0.242373,1,0,1.75576,1,0.226522,0.324704,1,0,-1.32048,1,0,1.09326,-1,0.00262786,-0.39425,-1,0.0272273,-0.536416,0,0,-0.943443,-1,0.086259,1.90046,1.90117,1.19938,1.90022,1.90088,0.999022,1.70056,0.999262,1.70152
120.9,-2.20908,0.360553,0,-0.77652,-0.888256,0,-0.308224,0.324875,0,1.09289,-1.22911,0,0.690875,0.320096,0,0.976641,1.27764,0,-0.0490163,1,0,-0.16811,1,0,1.26936,1,0.147371,0.328211,1,0,-0.76133,1,0,0.448188,-1,0,-0.54056,-1,0.0475503,-0.480172,0,0,-1.0664,-1,0.100961,1.90046,1.90119,1.29938,1.90023,1.90089,0.99911,1.60057,0.999272,1.60152
121,-2.19401,0.361054,0,-0.788017,-0.917602,0,-0.293064,0.392393,0,1.09403,-1.17996,0,0.698275,0.267433,0,0.947278,1.23519,0,0.0601283,1,0,-0.406019,1,0,1.07222,1,0.115483,0.306527,1,0,-0.506615,1,0,0.0878084,-1,0,-0.624728,-1,0.0586548,-0.454351,0,0,-1.15578,-1,0.111332,1.90047,1.9012,1.39938,1.90025,1.90089,0.999183,1.50059,0.99928,1.50152
121.1,-2.17152,0.364523,0,-0.800289,-0.95135,0,-0.272371,0.453087,0,1.09188,-1.12665,0,0.698721,0.217558,0,0.915644,1.19301,0,0.093578,1,0,-0.556833,1,0,1.0043,1,0.103042,0.270084,1,0,-0.388383,1,0,-0.147799,-1,0,-0.677805,-1,0.0653395,-0.441788,0,0,-1.23073,-1,0.119435,1.90047,1.90121,1.49938,1.90027,1.90089,0.999246,1.4006,0.999285,1.40152
121.2,-2.14277,0.369379,0,-0.813042,-0.988439,0,-0.246633,0.508357,0,1.08551,-1.06975,0,0.693782,0.17038,0,0.882583,1.15167,0,0.0841465,1,0,-0.660732,1,0,1.00639,1,0.100085,0.224582,1,0,-0.341775,1,0,-0.323481,-1,0,-0.713725,-1,0.0697008,-0.43527,0,0,-1.30086,-1,0.126627,1.90048,1.90122,1.59938,1.90029,1.90089,0.999304,1.30061,0.999289,1.30153
121.3,-2.1084,0.374531,0,-0.826061,-1.02814,0,-0.216154,0.559093,0,1.07417,-1.00962,0,0.684431,0.125893,0,0.848655,1.1116,0,0.0486805,1,0,-0.738998,1,0,1.05427,1,0.10273,0.173468,1,0,-0.338773,1,0,-0.47047,-1,0,-0.739774,-1,0.0727492,-0.431216,0,0,-1.37184,-1,0.133645,1.90049,1.90122,1.69938,1.90032,1.90089,0.999357,1.20062,0.999292,1.20153
121.4,-2.0688,0.379182,0,-0.839163,-1.06993,0,-0.181133,0.605889,0,1.05717,-0.946504,0,0.671286,0.0841608,0,0.814269,1.07317,0,-0.00366558,1,0,-0.803941,1,0,1.13828,1,0.109386,0.118968,1,0,-0.367209,1,0,-0.606132,-1,0,-0.760313,-1,0.0750467,-0.427561,0,0,-1.44757,-1,0.140955,1.90051,1.90123,1.79938,1.90035,1.90089,0.999408,1.10063,0.999295,1.10154
121.5,-2.02417,0.382725,0,-0.852182,-1.11341,0,-0.141696,0.649159,0,1.03388,-0.880608,0,0.654719,0.0453054,0,0.77974,1.03675,0,-0.0678178,1,0,-0.863273,1,0,1.25596,1,0.119488,0.0625983,-1,0,-0.422922,1,0,-0.741719,-1,0,-0.778395,0,0.0769538,-0.422904,0,0,-1.53118,1,0.148902,1.90052,1.90123,1.89938,1.90038,1.90089,0.999458,1.00064,0.999296,1.00154
121.6,-2.01659,0.364252,0,-0.811193,-1.10511,0,-0.140591,0.673025,0,0.983928,-0.967375,0,0.669227,0.0872645,0,0.771882,1.08128,0,-0.44359,1,0,0.147844,1,0,-0.0563862,1,0,-1.54004,-1,0.159594,0.592614,1,0,0.492884,-1,0,-0.303555,0,0,0.902477,0,0,1.704,1,0.17698,1.90053,1.90124,1.90039,1.8014,1.90089,0.999461,0.999638,0.999299,1.09959
121.7,-2.00725,0.34518,0,-0.769727,-1.09723,0,-0.13852,0.695273,0,0.929967,-1.04765,0,0.684027,0.127522,0,0.764725,1.12356,0,-0.465325,1,0,0.139584,1,0,-0.0265568,1,0,-1.46284,-1,0.149806,0.441135,1,0,0.426905,-1,0,-0.26666,0,0,0.846906,0,0,1.6108,1,0.165361,1.90053,1.90124,1.90039,1.70142,1.9009,0.999463,0.999641,0.999301,1.19963
121.8,-1.99631,0.325403,0,-0.727625,-1.08968,0,-0.135654,0.716162,0,0.872475,-1.12257,0,0.699081,0.166481,0,0.75804,1.16404,0,-0.49028,1,0,0.135945,1,0,-0.0062968,1,0,-1.41614,-1,0.14371,0.317085,1,0,0.37495,-1,0,-0.237133,0,0,0.802188,0,0,1.55108,1,0.15783,1.90054,1.90125,1.9004,1.60144,1.9009,0.999465,0.999643,0.999304,1.29966
121.9,-1.98384,0.304807,0,-0.684729,-1.08241,0,-0.132095,0.735864,0,0.811658,-1.19288,0,0.714376,0.20443,0,0.751668,1.20304,0,-0.518897,1,0,0.136187,1,0,0.00651584,1,0,-1.3928,-1,0.140258,0.2091,1,0,0.333213,-1,0,-0.212839,0,0,0.765151,0,0,1.51612,1,0.153159,1.90054,1.90125,1.9004,1.50146,1.90091,0.999468,0.999645,0.999306,1.39969
122,-1.96984,0.283254,0,-0.640863,-1.07538,0,-0.127905,0.754485,0,0.747528,-1.25903,0,0.729927,0.241586,0,0.74549,1.24077,0,-0.552015,1,0,0.140089,1,0,0.0129,1,0,-1.38994,-1,0.138969,0.109484,1,0,0.299455,-1,0,-0.192468,0,0,0.733825,0,0,1.50168,1,0.150721,1.90054,1.90126,1.9004,1.40148,1.90091,0.99947,0.999648,0.999308,1.49972
122.1,-1.95427,0.260569,0,-0.595813,-1.0686,0,-0.123109,0.772084,0,0.679918,-1.32126,0,0.745767,0.27812,0,0.739413,1.27741,0,-0.590955,1,0,0.147859,1,0,0.0130763,1,0,-1.40764,-1,0.139709,0.0119708,1,0,0.272447,-1,0,-0.175212,0,0,0.706952,0,0,1.50653,1,0.15025,1.90055,1.90126,1.90041,1.30151,1.90092,0.999472,0.99965,0.999311,1.59974
122.2,-1.93702,0.236514,0,-0.549305,-1.06208,0,-0.117704,0.788678,0,0.608478,-1.37964,0,0.761958,0.314183,0,0.733354,1.31309,0,-0.637752,1,0,0.160171,1,0,0.00651587,1,0,-1.44894,-1,0.142631,-0.0898449,1,0,0.251746,-1,0,-0.16062,0,0,0.68376,0,0,1.53229,1,0.151765,1.90055,1.90127,1.90041,1.20154,1.90092,0.999475,0.999652,0.999313,1.69976
122.3,-1.91793,0.210759,0,-0.500972,-1.05587,0,-0.111658,0.80424,0,0.532621,-1.43399,0,0.778591,0.349914,0,0.727231,1.34791,0,-0.695618,1,0,0.17835,1,0,-0.00824171,1,0,-1.52085,-1,0.148226,-0.204285,1,0,0.237714,-1,0,-0.14855,0,0,0.663869,0,0,1.58428,1,0.155601,1.90056,1.90127,1.90042,1.10158,1.90093,0.999478,0.999655,0.999316,1.79978
122.4,-1.89669,0.18282,0,-0.450289,-1.05009,0,-0.1049,0.818688,0,0.451425,-1.48388,0,0.795807,0.385458,0,0.720952,1.38197,0,-0.769912,-1,0,0.204815,0,0,-0.0341308,-1,0,-1.63746,1,0.157514,-0.344698,-1,0,0.231812,1,0,-0.139229,1,0,0.64733,1,0,1.67422,1,0.162578,1.90056,1.90128,1.90042,1.00163,1.90093,0.99948,0.999658,0.999319,1.8998
122.5,-1.91782,0.122838,0,-0.46171,-0.9364,0,-0.156109,0.8379,0,0.460789,-1.53688,0,0.818964,0.329863,0,0.771705,1.42817,0,-1.33042,-1,0.119033,1.4431,0,0,-0.235017,-1,0.0178206,0.375949,1,0.0520815,-1.59963,-1,0.15612,1.58823,1,0.156015,1.29287,1,0.129317,0.336702,1,0.0341654,0.9504,1,0,1.80162,1.90129,1.80143,1.09972,1.80198,1.09849,1.09866,1.09832,1.9008
122.6,-1.92775,0.0523283,0,-0.466458,-0.817719,0,-0.207881,0.862934,0,0.455314,-1.5873,0,0.837462,0.274684,0,0.82453,1.47394,0,-1.68857,-1,0.150225,1.60799,0,0,-0.417883,-1,0.031891,0.045396,1,0.0214257,-1.76275,-1,0.167251,1.69537,1,0.163623,1.28668,1,0.129045,0.332828,1,0.0334165,1.07071,1,0,1.70169,1.90132,1.70143,1.1998,1.70204,1.19849,1.19867,1.19833,1.9008
122.7,-1.92195,-0.0305749,0,-0.464724,-0.693172,0,-0.260624,0.894194,0,0.433296,-1.63437,0,0.85037,0.220112,0,0.87894,1.51913,0,-2.18694,-1,0.192548,1.86823,0,0,-0.741553,-1,0.0565634,-0.373757,1,0.0161658,-2.06609,-1,0.190156,1.9011,1,0.17885,1.26877,1,0.127892,0.33561,1,0.0333701,1.29947,1,0,1.60179,1.90137,1.60143,1.29988,1.60211,1.2985,1.29868,1.29834,1.9008
122.8,-1.89344,-0.128143,0,-0.45649,-0.561685,0,-0.315031,0.932073,0,0.391568,-1.67681,0,0.856377,0.166293,0,0.934148,1.56347,0,-2.92018,-1,0.253193,2.30335,0,0,-1.33699,-1,0.101103,-0.949651,1,0.0647709,-2.59828,-1,0.231003,2.28829,1,0.207618,1.22965,1,0.125135,0.34452,1,0.0339624,1.69045,1,0,1.50193,1.90143,1.50144,1.39996,1.50219,1.39851,1.39868,1.39834,1.90081
122.9,-1.83119,-0.242891,0,-0.441546,-0.42194,0,-0.372356,0.976807,0,0.324865,-1.7126,0,0.853521,0.113227,0,0.988746,1.60647,0,-4.07363,-1,0.345573,3.08141,0,0,-2.49934,-1,0.185641,-1.79899,1,0.134875,-3.55283,-1,0.303215,3.03752,1,0.262428,1.15124,1,0.119446,0.358562,1,0.0351264,2.35131,1,0,1.40213,1.90154,1.40146,1.50006,1.40228,1.49851,1.49869,1.49835,1.90082
123,-1.71667,-0.376956,0,-0.419453,-0.272369,0,-0.435046,1.02802,0,0.224424,-1.73838,0,0.838668,0.0604812,0,1.04,1.64712,0,-6.06105,-1,0.497884,4.60121,0,0,-4.97582,-1,0.358506,-3.14991,1,0.242464,-5.39599,-1,0.43758,4.59031,1,0.372249,0.995442,1,0.108157,0.374079,1,0.0366597,3.50757,1,0,1.30242,1.90171,1.30148,1.60017,1.3024,1.59852,1.5987,1.59836,1.90084
