#{"t_start": 1643965411.978844, "env_id": "SkeletonSwimmer-v0"}
r,l,t0-0.163135,2000,13.604573-011.682066,2000,34.6087074-0.074951,2000,55.127471910.318237,2000,76.19409219.803872,2000,97.109222332.400858,2000,118.099181

