Wall time,Step,Value
1631727358.5956547,32768,27.88822364807129
1631727695.7312524,65536,27.662403106689453
1631728032.6493907,98304,27.79788589477539
1631728370.6547503,131072,27.655376434326172
1631728709.781284,163840,27.98784065246582
1631729048.6128554,196608,28.360376358032227
1631729388.8645394,229376,28.23171043395996
1631729728.2620223,262144,28.217327117919922
1631730067.3081193,294912,28.334552764892578
1631730406.5733502,327680,28.39534568786621
1631730746.3686588,360448,28.111576080322266
1631731084.8595796,393216,28.405332565307617
1631731424.0803044,425984,28.223384857177734
1631731763.9041426,458752,27.988462448120117
1631732102.7442439,491520,28.20848274230957
1631732442.2657187,524288,27.91986656188965
1631732782.3872917,557056,27.797945022583008
1631733121.359258,589824,28.113534927368164
1631733460.8397348,622592,28.1309871673584
1631733800.8902488,655360,27.95688819885254
1631734139.7622855,688128,27.86235237121582
1631734479.5558434,720896,27.964248657226562
1631734819.0559614,753664,27.858976364135742
1631735158.867136,786432,28.180461883544922
1631735498.9531462,819200,28.1553955078125
1631735838.75637,851968,27.948869705200195
1631736178.3616755,884736,28.029556274414062
1631736517.1935778,917504,27.762615203857422
1631736856.2146566,950272,28.217988967895508
1631737196.2125843,983040,28.139249801635742
1631737535.7490559,1015808,27.843097686767578
