Wall time,Step,Value
1631769478.5348396,32768,27.642772674560547
1631769814.6674883,65536,27.83803939819336
1631770150.2898781,98304,27.610492706298828
1631770486.1041486,131072,27.940935134887695
1631770822.584247,163840,27.9669132232666
1631771158.8457553,196608,28.134828567504883
1631771494.1693273,229376,27.87705421447754
1631771830.1167197,262144,27.93062973022461
1631772165.1510446,294912,28.20473861694336
1631772501.1850271,327680,28.406965255737305
1631772837.189366,360448,28.40688705444336
1631773172.482782,393216,28.27198028564453
1631773507.7864935,425984,27.991130828857422
1631773843.5469985,458752,28.1583309173584
1631774180.4893246,491520,28.294370651245117
1631774517.102885,524288,28.5208797454834
1631774853.2832644,557056,28.491941452026367
1631775191.0693853,589824,28.221960067749023
1631775527.2612658,622592,27.28845977783203
1631775863.3053231,655360,27.41373634338379
1631776200.7110112,688128,27.748748779296875
1631776536.7982998,720896,28.086854934692383
1631776873.3588634,753664,28.04509925842285
1631777210.0998135,786432,27.786890029907227
1631777549.057938,819200,27.766393661499023
1631777884.3694208,851968,27.243322372436523
1631778221.5777133,884736,27.36322784423828
1631778557.544369,917504,27.070825576782227
1631778895.0218601,950272,27.208301544189453
1631779233.0399292,983040,27.671897888183594
1631779569.9358473,1015808,27.407922744750977
