Wall time,Step,Value
1631758992.6590905,32768,27.787803649902344
1631759333.605196,65536,27.74449348449707
1631759674.9169338,98304,27.685014724731445
1631760015.6408727,131072,28.56287956237793
1631760357.1512556,163840,28.407468795776367
1631760697.926301,196608,28.266801834106445
1631761038.3733459,229376,28.460716247558594
1631761378.9789722,262144,28.323925018310547
1631761719.9131372,294912,28.39206886291504
1631762060.8571856,327680,28.57678985595703
1631762401.4692793,360448,28.185169219970703
1631762743.76906,393216,28.351985931396484
1631763079.438554,425984,28.492576599121094
1631763415.5376585,458752,28.515331268310547
1631763751.5692863,491520,27.980247497558594
1631764087.0451763,524288,27.95865249633789
1631764422.8407967,557056,27.90743064880371
1631764758.8608277,589824,28.12735939025879
1631765095.909742,622592,27.90842628479004
1631765431.2838488,655360,28.145545959472656
1631765766.596294,688128,27.927658081054688
1631766102.2652261,720896,27.767358779907227
1631766439.0035892,753664,27.547393798828125
1631766774.8188965,786432,27.732032775878906
1631767111.033825,819200,27.791929244995117
1631767447.00794,851968,27.559507369995117
1631767782.6042442,884736,27.464399337768555
1631768119.0871112,917504,27.565786361694336
1631768455.0571454,950272,27.183137893676758
1631768790.3105376,983040,27.77663803100586
1631769125.7577405,1015808,27.364036560058594
