Wall time,Step,Value
1631737891.573978,32768,27.91254997253418
1631738230.473322,65536,27.864994049072266
1631738570.6378202,98304,27.812231063842773
1631738910.2519305,131072,27.88425636291504
1631739249.1197104,163840,27.76080894470215
1631739588.8054845,196608,27.91669464111328
1631739928.136721,229376,27.806640625
1631740267.0022194,262144,28.105796813964844
1631740606.214408,294912,28.12285041809082
1631740945.3950994,327680,28.05510711669922
1631741284.4599168,360448,28.22428321838379
1631741623.8470726,393216,27.979286193847656
1631741963.041694,425984,27.95351791381836
1631742302.405854,458752,28.15323257446289
1631742641.5657442,491520,27.536823272705078
1631742980.740555,524288,28.220783233642578
1631743321.1651456,557056,28.014734268188477
1631743660.62287,589824,27.88804054260254
1631744000.7119622,622592,27.931283950805664
1631744340.5898175,655360,27.45270538330078
1631744680.0444496,688128,28.099477767944336
1631745019.8988452,720896,27.910554885864258
1631745360.183979,753664,27.528356552124023
1631745699.2320807,786432,28.359949111938477
1631746039.024366,819200,28.312061309814453
1631746378.8830593,851968,28.312599182128906
1631746717.9993894,884736,27.57938003540039
1631747057.5733337,917504,27.918514251708984
1631747397.5151718,950272,27.853776931762695
1631747736.424693,983040,28.04645347595215
1631748075.429209,1015808,28.208051681518555
