Wall time,Step,Value
1631685279.8251998,32768,23.194988250732422
1631685615.3416305,65536,23.514047622680664
1631685950.999829,98304,23.158470153808594
1631686286.5635443,131072,23.687271118164062
1631686622.2648635,163840,23.85524559020996
1631686958.050693,196608,23.214778900146484
1631687293.9283357,229376,24.474197387695312
1631687628.8151515,262144,23.868215560913086
1631687964.1230023,294912,24.335159301757812
1631688299.4432456,327680,24.493854522705078
1631688635.2111306,360448,24.372241973876953
1631688970.8162286,393216,24.332612991333008
1631689306.3345625,425984,24.706737518310547
1631689648.3482916,458752,25.30841064453125
1631689983.4401262,491520,24.510210037231445
1631690319.7029824,524288,25.37932586669922
1631690655.864837,557056,24.986326217651367
1631690990.976497,589824,25.130369186401367
1631691326.6730812,622592,25.39023780822754
1631691662.2564795,655360,25.31070327758789
1631691997.781669,688128,25.402578353881836
1631692334.3125417,720896,25.439754486083984
1631692669.6023073,753664,25.399009704589844
1631693005.2673006,786432,25.5596981048584
1631693340.2992098,819200,25.4935302734375
1631693675.582226,851968,25.596281051635742
1631694010.8395362,884736,25.605165481567383
1631694345.858929,917504,25.907936096191406
1631694681.5354934,950272,25.851560592651367
1631695016.405109,983040,25.832231521606445
1631695351.2746403,1015808,25.791400909423828
