Time,sphere_pos_0_x,sphere_pos_0_y,sphere_pos_0_z,sphere_pos_1_x,sphere_pos_1_y,sphere_pos_1_z,sphere_pos_2_x,sphere_pos_2_y,sphere_pos_2_z,arm_force_0,arm_force_1,arm_force_2,arm_extensile_velocity__0,arm_extensile_velocity__1,arm_extensile_velocity__2,arm_length_0,arm_length_1,arm_length_2
0,0.577,0,0,-0.289,0.5,0,-0.289,-0.5,0,0,0,0,0.950607,0.946743,-0.635496,1,1,1
0.1,0.650532,0.000126762,0,-0.323536,0.49961,0,-0.323766,-0.499754,0,0.878707,0.872917,-0.348982,0.674489,0.5748,0.92792,1.0941,1.09372,0.999365
0.2,0.636781,1.5625e-05,0,-0.318604,0.546069,0,-0.318615,-0.546087,0,-0.195812,-0.195779,1.09942,-0.918832,-0.921705,0.786121,1.10046,1.10043,1.09123
0.3,0.561766,0.000103728,0,-0.283386,0.549951,0,-0.283559,-0.550067,0,-0.963145,-0.96693,0.462241,-0.687173,-0.730449,-0.972961,1.00951,1.00919,1.10002
0.4,0.576284,5.29745e-05,0,-0.288449,0.501331,0,-0.288531,-0.501391,0,0.210013,0.209844,-1.1696,0.9504,0.948043,-0.674107,0.999675,0.999522,1.00369
0.5,0.65044,0.000135562,0,-0.323273,0.499599,0,-0.323493,-0.499753,0,0.878269,0.874705,-0.349342,0.672982,0.575467,0.927233,1.09378,1.09339,0.999351
0.6,0.636694,1.88285e-05,0,-0.31835,0.546027,0,-0.318338,-0.546048,0,-0.195735,-0.195717,1.09867,-0.919019,-0.921705,0.78467,1.10012,1.10011,1.09115
0.7,0.561485,0.000100514,0,-0.283061,0.550297,0,-0.283199,-0.550409,0,-0.964168,-0.967706,0.463152,-0.681297,-0.723137,-0.973063,1.00916,1.00888,1.10071
0.8,0.576096,4.50472e-05,0,-0.288168,0.501675,0,-0.288211,-0.501725,0,0.210356,0.210238,-1.16984,0.950344,0.948379,-0.684688,0.999399,0.999291,1.00437
0.9,0.650294,0.000114274,0,-0.32302,0.499924,0,-0.323179,-0.500053,0,0.878511,0.875546,-0.34987,0.668582,0.575983,0.925916,1.0935,1.0932,0.999976
1,0.637033,1.42868e-05,0,-0.318309,0.546276,0,-0.318267,-0.546292,0,-0.195481,-0.195495,1.09707,-0.919088,-0.921763,0.784333,1.10048,1.10049,1.09164
1.1,0.562,9.58178e-05,0,-0.283088,0.550152,0,-0.283196,-0.550259,0,-0.96369,-0.967222,0.462618,-0.68507,-0.728345,-0.972977,1.00951,1.00925,1.10041
1.2,0.576547,4.4413e-05,0,-0.288163,0.501532,0,-0.288184,-0.501582,0,0.210106,0.21001,-1.16964,0.950401,0.948208,-0.678531,0.999695,0.999607,1.00409
1.3,0.650722,0.000121268,0,-0.322999,0.499792,0,-0.323149,-0.499929,0,0.878349,0.875046,-0.34955,0.671454,0.575181,0.926893,1.0938,1.09349,0.999721
1.4,0.636971,3.63799e-06,0,-0.318078,0.546204,0,-0.317987,-0.546207,0,-0.195707,-0.195778,1.09828,-0.919236,-0.921739,0.783291,1.10013,1.10021,1.09148
1.5,0.561929,8.03798e-05,0,-0.28286,0.550077,0,-0.282908,-0.550167,0,-0.964046,-0.967361,0.462801,-0.683797,-0.727296,-0.973012,1.00915,1.00897,1.10024
1.6,0.576494,2.86518e-05,0,-0.28794,0.501455,0,-0.287905,-0.501487,0,0.210125,0.210108,-1.16974,0.950385,0.948167,-0.679252,0.999352,0.999337,1.00392
1.7,0.65067,0.000105095,0,-0.322774,0.499714,0,-0.322872,-0.499832,0,0.878423,0.875097,-0.349599,0.671089,0.575324,0.926392,1.09345,1.09322,0.999546
1.8,0.637414,1.50387e-05,0,-0.318057,0.546085,0,-0.317971,-0.546101,0,-0.195445,-0.195495,1.09761,-0.918854,-0.921697,0.786109,1.10046,1.10051,1.09126
1.9,0.562399,0.000101253,0,-0.282841,0.549967,0,-0.282913,-0.55008,0,-0.963148,-0.966909,0.462233,-0.68704,-0.731062,-0.972945,1.00951,1.00928,1.10005
2,0.576914,5.21171e-05,0,-0.287898,0.501347,0,-0.287889,-0.501405,0,0.209963,0.209882,-1.16958,0.950422,0.948043,-0.674247,0.999672,0.999598,1.00373
2.1,0.65107,0.000136265,0,-0.322721,0.499614,0,-0.322853,-0.499767,0,0.87828,0.874699,-0.349343,0.673196,0.574987,0.927257,1.09378,1.09347,0.999381
2.2,0.637323,2.27649e-05,0,-0.317798,0.546041,0,-0.317697,-0.546066,0,-0.195704,-0.195756,1.0987,-0.91904,-0.921702,0.784625,1.10013,1.10018,1.09118
2.3,0.562113,0.000102385,0,-0.282509,0.550312,0,-0.282556,-0.550426,0,-0.964176,-0.967695,0.463151,-0.681152,-0.723621,-0.97305,1.00916,1.00895,1.10074
2.4,0.576722,4.84308e-05,0,-0.287611,0.50169,0,-0.287572,-0.501743,0,0.210317,0.210271,-1.16982,0.950363,0.94838,-0.684871,0.999399,0.999357,1.00441
2.5,0.651049,0.000119458,0,-0.322511,0.499595,0,-0.32259,-0.499729,0,0.878214,0.875235,-0.349486,0.672517,0.575072,0.926764,1.0935,1.09326,0.999324
2.6,0.637795,3.35136e-05,0,-0.317791,0.545982,0,-0.317694,-0.546018,0,-0.195459,-0.195491,1.09802,-0.918687,-0.921676,0.787231,1.10051,1.10055,1.09107
2.7,0.562609,0.000122245,0,-0.282503,0.550262,0,-0.282573,-0.550398,0,-0.963334,-0.967282,0.462634,-0.684172,-0.727153,-0.97298,1.00958,1.00932,1.10066
2.8,0.577171,7.08324e-05,0,-0.287584,0.501641,0,-0.287569,-0.50172,0,0.210172,0.210066,-1.16964,0.950403,0.948302,-0.680797,0.999784,0.999687,1.00433
2.9,0.651355,0.000148061,0,-0.322427,0.499896,0,-0.322536,-0.500062,0,0.878383,0.875216,-0.349655,0.670577,0.57515,0.926819,1.09389,1.09358,0.999958
3,0.6376,2.79138e-05,0,-0.317508,0.546305,0,-0.317367,-0.546335,0,-0.195733,-0.19581,1.0982,-0.91932,-0.921782,0.782591,1.10022,1.10029,1.09171
