Time,sphere_pos_0_x,sphere_pos_0_y,sphere_pos_0_z,sphere_pos_1_x,sphere_pos_1_y,sphere_pos_1_z,sphere_pos_2_x,sphere_pos_2_y,sphere_pos_2_z,arm_force_0,arm_force_1,arm_force_2,arm_extensile_velocity__0,arm_extensile_velocity__1,arm_extensile_velocity__2,arm_length_0,arm_length_1,arm_length_2
0,0.577,0,0,-0.289,0.5,0,-0.289,-0.5,0,0,0,0,-1,1,-1,1,1,1
0.1,0.616204,-0.0324257,0,-0.336697,0.517057,0,-0.277923,-0.48023,0,-0.256027,1.21492,-0.255118,-1,1,-1,0.999996,1.09898,0.999017
0.2,0.654168,-0.066299,0,-0.385088,0.533614,0,-0.264788,-0.458153,0,-0.306815,1.24115,-0.306832,-1,1,-1,0.999014,1.19898,0.999036
0.3,0.691751,-0.101206,0,-0.434111,0.5487,0,-0.250461,-0.433332,0,-0.371322,1.28326,-0.371335,-1,1,-1,0.999035,1.29898,0.999057
0.4,0.728423,-0.137691,0,-0.484046,0.562209,0,-0.234177,-0.405121,0,-0.456207,1.3477,-0.456219,-1,1,-1,0.999058,1.39898,0.99908
0.5,0.763975,-0.176115,0,-0.535099,0.573778,0,-0.215548,-0.372848,0,-0.573824,1.44634,-0.573833,-1,1,1,0.999084,1.49898,0.999106
0.6,0.751908,-0.16101,0,-0.53157,0.617212,0,-0.209306,-0.433592,0,0.19909,-0.50803,1.28095,-1,1,1,0.999115,1.50098,1.09811
0.7,0.736973,-0.147035,0,-0.528243,0.660546,0,-0.200407,-0.492882,0,0.107634,-0.465981,1.24355,-1,1,1,0.999145,1.50099,1.19811
0.8,0.719507,-0.134514,0,-0.525389,0.704059,0,-0.188859,-0.550711,0,0.0285155,-0.443303,1.22471,-1,1,1,0.999174,1.50099,1.29811
0.9,0.699446,-0.12342,0,-0.522793,0.747854,0,-0.174783,-0.607289,0,-0.0442525,-0.436059,1.22034,-1,1,1,0.999203,1.501,1.39812
1,0.676669,-0.113753,0,-0.52025,0.792001,0,-0.158237,-0.662749,0,-0.115107,-0.442644,1.2288,-1,-1,1,0.999231,1.501,1.49812
1.1,0.632034,-0.0765645,0,-0.478618,0.777402,0,-0.158241,-0.68811,0,0.0477731,-1.22037,0.435774,-1,-1,1,0.999261,1.402,1.50012
1.2,0.585647,-0.0412967,0,-0.437317,0.762541,0,-0.156043,-0.710982,0,-0.0247471,-1.22407,0.442275,-1,-1,1,0.99929,1.302,1.50013
1.3,0.537125,-0.0078584,0,-0.39618,0.748021,0,-0.151513,-0.732025,0,-0.10335,-1.2421,0.464062,-1,-1,1,0.999319,1.202,1.50013
1.4,0.486232,0.0237217,0,-0.355029,0.734,0,-0.144656,-0.751312,0,-0.193895,-1.27839,0.504912,-1,-1,1,0.999349,1.10201,1.50014
1.5,0.432585,0.0533898,0,-0.313611,0.720633,0,-0.135415,-0.768885,0,-0.305706,-1.34098,0.57259,-1,-1,-1,0.99938,1.00201,1.50014
1.6,0.468531,0.0583903,0,-0.322276,0.668882,0,-0.156543,-0.721414,0,0.458229,0.45804,-1.34922,-1,-1,-1,0.999406,0.999037,1.40114
1.7,0.500912,0.0622625,0,-0.329546,0.617655,0,-0.175653,-0.673345,0,0.372837,0.372608,-1.28423,-1,-1,-1,0.999429,0.99906,1.30114
1.8,0.5294,0.0656712,0,-0.335001,0.566644,0,-0.192951,-0.62506,0,0.308029,0.30775,-1.24174,-1,-1,-1,0.999449,0.999081,1.20114
1.9,0.554526,0.0686802,0,-0.338935,0.515813,0,-0.208729,-0.576594,0,0.256847,0.256506,-1.21542,-1,-1,-1,0.999468,0.999099,1.10114
2,0.576674,0.071335,0,-0.34156,0.465139,0,-0.223202,-0.527973,0,0.215112,0.214694,-1.20199,-1,1,-1,0.999485,0.999117,1.00114
